classifier_a,classifier_b,class,metric,ap_type,point,ci_low,ci_high,method,ci_method
Foldseek,HMM,FPP,ap,pooled_oof,0.15839326299613676,0.07441036390981892,0.24711245161695872,bca,bca
Foldseek,HMM,FPP,roc_auc,pooled_oof,0.049350709503100165,0.030923424909098822,0.07130760080545871,bca,bca
Foldseek,HMM,GFPP,ap,pooled_oof,-0.041106225918212835,-0.21552325488718668,0.12375580513530318,bca,bca
Foldseek,HMM,GFPP,roc_auc,pooled_oof,0.05343772506024558,0.008858409331398996,0.1790900686475681,bca,bca
Foldseek,HMM,GGPP,ap,pooled_oof,0.25000071394387546,0.13360056348961255,0.36026115138276626,bca,bca
Foldseek,HMM,GGPP,roc_auc,pooled_oof,0.17648783513842503,0.12424465180349353,0.24163580885903196,bca,bca
Foldseek,HMM,GPP,ap,pooled_oof,0.18718869169356217,0.0914473243267718,0.28904095122798656,bca,bca
Foldseek,HMM,GPP,roc_auc,pooled_oof,0.027340994859191392,0.012927843748132729,0.06974291569434203,bca,bca
Foldseek,HMM,IDS,ap,pooled_oof,0.0013783232037459792,-0.017312569303825128,0.03340674485410926,bca,bca
Foldseek,HMM,IDS,roc_auc,pooled_oof,-0.00018386590277175152,-0.0008640797341416187,5.632557551674638e-05,bca,bca
Foldseek,HMM,Substrate_mAP,ap,pooled_oof,0.09738654542013689,0.028192804297648567,0.16496600539480405,bca,bca
Foldseek,HMM,Substrate_mAP,roc_auc,pooled_oof,0.040915712683354366,0.020348512992587636,0.06482269047115968,bca,bca
Foldseek,HMM,TPS,ap,pooled_oof,0.09308225056811303,0.056377133708134006,0.15237515180161307,bca,bca
Foldseek,HMM,TPS,roc_auc,pooled_oof,0.030018945236023886,0.020017508166845013,0.044384794794774834,bca,bca
PFAM,BLAST,TPS,ap,pooled_oof,-0.014841386088684128,-0.0275893951243647,0.0003046744586858302,bca,bca
PFAM,BLAST,TPS,roc_auc,pooled_oof,-0.00643647003574388,-0.012838548115414435,0.0026744622764112167,bca,bca
PFAM,Foldseek,TPS,ap,pooled_oof,-0.023714953569277886,-0.03915342729693512,-0.015075664779210195,bca,bca
PFAM,Foldseek,TPS,roc_auc,pooled_oof,-0.01133090519135349,-0.018599935791327783,-0.0073896306429327065,bca,bca
PFAM,HMM,TPS,ap,pooled_oof,0.06936729699883515,0.03685883521945521,0.1258189020880364,bca,bca
PFAM,HMM,TPS,roc_auc,pooled_oof,0.018688040044670395,0.010750692954138562,0.03633010366966696,bca,bca
PFAM,SUPFAM,TPS,ap,pooled_oof,0.04488719662514673,0.024916761027851512,0.0989345606416226,bca,bca
PFAM,SUPFAM,TPS,roc_auc,pooled_oof,0.00749775263357344,0.0029201638249773533,0.013904027626673261,bca,bca
SUPFAM,BLAST,TPS,ap,pooled_oof,-0.05972858271383086,-0.12102338866967914,-0.0372270961819676,bca,bca
SUPFAM,BLAST,TPS,roc_auc,pooled_oof,-0.01393422266931732,-0.021768899528967062,-0.0071258491026780744,bca,bca
SUPFAM,Foldseek,TPS,ap,pooled_oof,-0.06860215019442462,-0.1341784512107051,-0.04462666016751838,bca,bca
SUPFAM,Foldseek,TPS,roc_auc,pooled_oof,-0.01882865782492693,-0.02662301595743851,-0.01255262405324672,bca,bca
SUPFAM,HMM,TPS,ap,pooled_oof,0.024480100373688418,-0.004397290909562826,0.08544066812594792,bca,bca
SUPFAM,HMM,TPS,roc_auc,pooled_oof,0.011190287411096955,0.0017684416349146395,0.028195349055065586,bca,bca
