Model,Class,Average Precision,ROC-AUC,MCC-F1 summary,Average Precision sem,ROC-AUC sem,MCC-F1 summary sem
PlmDomainsLogisticRegression__ankh_base_with_minor_reactions,Bacteria_|_isTPS,0.952007819463654,0.9992269356073781,0.5242296855138837,0.028331280073055756,0.0005925378764349494,0.019230107429736833
PlmDomainsLogisticRegression__ankh_base_with_minor_reactions,Protists_|_isTPS,0.8519680645419894,0.99812387029497,0.44421104704267256,,,
PlmDomainsLogisticRegression__ankh_base_with_minor_reactions,Plants_|_isTPS,0.9986230794178936,0.9998731210839088,0.602214053015706,0.0007115818324685229,7.12716311580969e-05,0.0028642038149995605
PlmDomainsLogisticRegression__ankh_base_with_minor_reactions,Animals_|_isTPS,0.821686905408796,0.9980500627322975,0.4470206063805816,0.0523242792955215,0.0010938118211940714,0.03769714468692611
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions,Archaea_|_isTPS,0.5238095238095238,0.9985696395571702,0.3646657149955092,,,
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions,Fungi_|_isTPS,0.963450540369158,0.9989274335780204,0.5550868333702088,0.026068767007999143,0.0011975289917131103,0.018577234253079035
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions,Bacteria_|_isTPS,0.9538679317898877,0.9989345923630417,0.5199245709504144,0.03546749943783839,0.0016015330298868326,0.02172003018895751
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions,Protists_|_isTPS,0.8173494803436576,0.9975033796389865,0.4445100717477033,,,
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions,Plants_|_isTPS,0.9988473227487112,0.9998636356245674,0.6028039976563803,0.0016983693273918891,0.00022980105006956277,0.0027764247438790773
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions,Animals_|_isTPS,0.8710386461377173,0.9979303309261185,0.4622158600888939,0.03444562107598103,0.0021310827000773215,0.02157338653631534
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions,Archaea_|_isTPS,0.35046893667861406,0.9953248171351042,0.33699568131579277,,,
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions,Fungi_|_isTPS,0.9557088535169663,0.9984313616110427,0.5553947692587832,0.022590153367181277,0.0014896483495346116,0.012842324707154813
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions,Bacteria_|_isTPS,0.952007819463654,0.9992269356073781,0.5242296855138837,0.028331280073055756,0.0005925378764349494,0.019230107429736833
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions,Protists_|_isTPS,0.8519680645419894,0.99812387029497,0.44421104704267256,,,
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions,Plants_|_isTPS,0.9986230794178936,0.9998731210839088,0.602214053015706,0.0007115818324685229,7.12716311580969e-05,0.0028642038149995605
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions,Animals_|_isTPS,0.821686905408796,0.9980500627322975,0.4470206063805816,0.0523242792955215,0.0010938118211940714,0.03769714468692611
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions,Archaea_|_isTPS,0.7588118022328549,0.9963679026387776,0.37560219462123684,,,
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions,Fungi_|_isTPS,0.9629455343997101,0.9987765775916385,0.5631507902132126,0.03219350600930858,0.0012180457093424904,0.021495832768670512
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions,Bacteria_|_isTPS,0.9562667981964206,0.9985650554478044,0.528559385493458,0.036074556995879824,0.001633928280914109,0.025100577923782563
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions,Protists_|_isTPS,0.8614473965576906,0.9969882307532036,0.44942753318448747,,,
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions,Plants_|_isTPS,0.9986232566418002,0.9998358592851684,0.6041771955460243,0.0016784150516258162,0.00020926878188889708,0.0023778478095572084
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions,Animals_|_isTPS,0.8899501116677744,0.9978680768869396,0.4675620723809438,0.04564071679934653,0.001987346561449451,0.02681394723876687
PlmDomainsLogisticRegression__ankh_base_with_minor_reactions_global_tuning,Archaea_|_isTPS,0.35107280141291364,0.9953582172687049,0.336894252792377,,,
PlmDomainsLogisticRegression__ankh_base_with_minor_reactions_global_tuning,Fungi_|_isTPS,0.9556498494759035,0.9983678727681875,0.5554149243274811,0.023150229639313166,0.001640311616476082,0.012807362655642671
PlmDomainsLogisticRegression__ankh_base_with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.9508959909590361,0.999217835598278,0.5230518733786342,0.0272571330917554,0.0005819870410748802,0.019499218644291154
PlmDomainsLogisticRegression__ankh_base_with_minor_reactions_global_tuning,Protists_|_isTPS,0.850562641261566,0.9981113389666492,0.4424165523332199,,,
PlmDomainsLogisticRegression__ankh_base_with_minor_reactions_global_tuning,Plants_|_isTPS,0.9986159780417381,0.9998724944166154,0.6022126989563154,0.0007330918316019704,7.284775130533358e-05,0.0028657637160706146
PlmDomainsLogisticRegression__ankh_base_with_minor_reactions_global_tuning,Animals_|_isTPS,0.8212063069983238,0.9980450594023195,0.4485136322945479,0.05131183634740802,0.0010839198412327092,0.03960125546978168
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions_global_tuning,Archaea_|_isTPS,0.5519841269841269,0.9987950904589739,0.36577989500365565,,,
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions_global_tuning,Fungi_|_isTPS,0.9637629122224611,0.9989453715530784,0.5583812348530889,0.02553300049733428,0.0011769481976829778,0.01665702327590394
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.9565177831058509,0.9989749627808168,0.5245090126515761,0.035858074460622,0.001620636596161689,0.02198922932670143
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions_global_tuning,Protists_|_isTPS,0.8317243537645835,0.9976161930164622,0.4461231091512654,,,
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions_global_tuning,Plants_|_isTPS,0.9989024282718656,0.999868488509027,0.6030337311291835,0.0017044477428595842,0.00023052521951103685,0.0027789485131116437
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions_global_tuning,Animals_|_isTPS,0.8788053486474539,0.9981383749384543,0.4626470277458196,0.03389564132639242,0.0021242807946339334,0.02217114981238867
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions_global_tuning,Archaea_|_isTPS,0.34578179612190835,0.9953026061019826,0.3361885704795447,,,
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions_global_tuning,Fungi_|_isTPS,0.9550309837646607,0.9983024756387644,0.5554426988469099,0.023859878098536385,0.0017674931205893297,0.012762270548033304
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.9510067999031785,0.9992066893402614,0.5234118262511579,0.028379987214252663,0.0005873413926531338,0.01726721901362934
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions_global_tuning,Protists_|_isTPS,0.846558312257237,0.998059828259353,0.43843203650403106,,,
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions_global_tuning,Plants_|_isTPS,0.9985908349939777,0.9998700567671189,0.6022155319355098,0.0007590177692945112,7.466658330280252e-05,0.0028617520009760152
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions_global_tuning,Animals_|_isTPS,0.8174746090109867,0.9979390806053032,0.4472579930812275,0.05361135700725648,0.001124375065120896,0.0392731912390408
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions_global_tuning,Archaea_|_isTPS,0.7591344479275515,0.996635103707582,0.3755245632189146,,,
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions_global_tuning,Fungi_|_isTPS,0.9623245788918634,0.998784001880507,0.5619736510562358,0.031875246538622976,0.0012144494009801207,0.020118174799839475
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.9564208220701211,0.998618468901318,0.5285318669906921,0.03600408539331387,0.0015716041038816074,0.025120831950433076
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions_global_tuning,Protists_|_isTPS,0.8616693967796909,0.99708848137977,0.4493802608271221,,,
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions_global_tuning,Plants_|_isTPS,0.9986411739801675,0.9998401059560817,0.6041759381159058,0.001666821148135268,0.00020631734676883006,0.00237723192028676
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions_global_tuning,Animals_|_isTPS,0.8901169869285169,0.9979348771541406,0.4675335562682249,0.04580884387152238,0.0019236379071324384,0.026781039729827164
PlmDomainsLogisticRegression__ankh_large_with_minor_reactions,Archaea_|_isTPS,0.23376705653021446,0.9897807292930874,0.3194954189333704,,,
PlmDomainsLogisticRegression__ankh_large_with_minor_reactions,Fungi_|_isTPS,0.9496020348256353,0.9977758515356324,0.5523721545323685,0.027703880812575115,0.0021447384873579476,0.017633157860011323
PlmDomainsLogisticRegression__ankh_large_with_minor_reactions,Bacteria_|_isTPS,0.9333479490213417,0.9982919525153215,0.516590473946326,0.047915954811651625,0.0015059311584104487,0.026268129649444007
PlmDomainsLogisticRegression__ankh_large_with_minor_reactions,Protists_|_isTPS,0.7697138142810598,0.9949065323579338,0.42205259833564024,,,
PlmDomainsLogisticRegression__ankh_large_with_minor_reactions,Plants_|_isTPS,0.9978244054411991,0.9997605494076154,0.601962614428385,0.0014056361808056014,0.00018453060191552127,0.003072605463926804
PlmDomainsLogisticRegression__ankh_large_with_minor_reactions,Animals_|_isTPS,0.7601334430360878,0.9957845161116323,0.4274080075712242,0.05203704919679669,0.002614052473652359,0.036263628813472865
PlmDomainsLogisticRegression__esm-2_with_minor_reactions,Archaea_|_isTPS,0.5680687830687831,0.9986641618238145,0.3673090431544992,,,
PlmDomainsLogisticRegression__esm-2_with_minor_reactions,Fungi_|_isTPS,0.962800586974318,0.9988460453602611,0.5623929477705598,0.027873200493525967,0.001388319231037372,0.01576235739717362
PlmDomainsLogisticRegression__esm-2_with_minor_reactions,Bacteria_|_isTPS,0.955478910512275,0.9990766910192341,0.5259988554450616,0.03028996114492439,0.0012900144687928506,0.02323428610915661
PlmDomainsLogisticRegression__esm-2_with_minor_reactions,Protists_|_isTPS,0.8273342953342953,0.9978236002702761,0.4466511883829748,,,
PlmDomainsLogisticRegression__esm-2_with_minor_reactions,Plants_|_isTPS,0.998989250049218,0.9998841839242779,0.6030905272255705,0.001437838406315629,0.00018837998507385714,0.0029722676515175194
PlmDomainsLogisticRegression__esm-2_with_minor_reactions,Animals_|_isTPS,0.8441373351961587,0.9936780052899424,0.4583590772594969,0.0683051206241954,0.01023450603995226,0.01863422667873348
PlmDomainsLogisticRegression__tps_esm-1v-subseq_with_minor_reactions,Archaea_|_isTPS,0.7250398724082934,0.9975285572813962,0.36997575704997504,,,
PlmDomainsLogisticRegression__tps_esm-1v-subseq_with_minor_reactions,Fungi_|_isTPS,0.9651618624545429,0.9988560783659693,0.5610283655683773,0.030736479480117353,0.0013027647224219496,0.020527751483631614
PlmDomainsLogisticRegression__tps_esm-1v-subseq_with_minor_reactions,Bacteria_|_isTPS,0.9534600393635237,0.9986376545616859,0.5254318155113131,0.03630778129532206,0.0016639725157191233,0.026762234625762254
PlmDomainsLogisticRegression__tps_esm-1v-subseq_with_minor_reactions,Protists_|_isTPS,0.8531693511731567,0.9970299913734101,0.447881110333594,,,
PlmDomainsLogisticRegression__tps_esm-1v-subseq_with_minor_reactions,Plants_|_isTPS,0.998649604424467,0.9998378220440305,0.6038956329268557,0.0017622208464631423,0.00023666969831719813,0.0023344238143818445
PlmDomainsLogisticRegression__tps_esm-1v-subseq_with_minor_reactions,Animals_|_isTPS,0.8816192104678947,0.9979379181374002,0.46427405532893057,0.047918214592550815,0.002197033463989553,0.020714653633629735
PfamSUPFAM__pfam,Archaea_|_isTPS,0.5006427738511696,0.9653338347253957,0.44497579132844683,,,
PfamSUPFAM__pfam,Fungi_|_isTPS,0.7908402419510963,0.9871094292264626,0.6223555393616678,0.057834658295940276,0.01695546070058721,0.0149729221280618
PfamSUPFAM__pfam,Bacteria_|_isTPS,0.6669823181661461,0.9668905875302846,0.5764645568783496,0.09682643519177636,0.024619841244586937,0.026460510014799623
PfamSUPFAM__pfam,Protists_|_isTPS,0.5008558284446689,0.9606468008796498,0.4677919718173601,,,
PfamSUPFAM__pfam,Plants_|_isTPS,0.9705228527604902,0.9964330556032541,0.6123759993865809,0.01066935858703763,0.0032250131880182872,0.008131635559804437
PfamSUPFAM__pfam,Animals_|_isTPS,0.44730830413845873,0.9041878141231559,0.4604798949870377,0.14824788020764149,0.09495052225033426,0.05922382836887198
PfamSUPFAM__supfam,Archaea_|_isTPS,0.5610648148148147,0.99836673402416,0.4995908150543367,,,
PfamSUPFAM__supfam,Fungi_|_isTPS,0.6550451765109709,0.9916358837831227,0.5878403210326626,0.05884582130137739,0.005180948347626905,0.018272255367743385
PfamSUPFAM__supfam,Bacteria_|_isTPS,0.6201563515767953,0.9881621919702411,0.568456611351419,0.09457816735916216,0.011801841663751665,0.0334329893347586
PfamSUPFAM__supfam,Protists_|_isTPS,0.5746306568477704,0.9855215294722361,0.536117353183478,,,
PfamSUPFAM__supfam,Plants_|_isTPS,0.9748296326068664,0.9978303578067921,0.5980581708419163,0.014240793013711773,0.0016324032303991528,0.0038207657793619424
PfamSUPFAM__supfam,Animals_|_isTPS,0.5553696327882744,0.9801856505624741,0.5181403302902508,0.08043340883710738,0.022866059830568043,0.0459150736770002
DomainsRandomForest__with_minor_reactions_global_tuning,Archaea_|_isTPS,0.0019993336665000833,0.4995826654978292,0.2092458695347633,,,
DomainsRandomForest__with_minor_reactions_global_tuning,Fungi_|_isTPS,0.8841661430744031,0.9455835175818604,0.7853928747093114,0.06853872720108914,0.03460172125515218,0.024084585585282488
DomainsRandomForest__with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.7959132869038482,0.897378587209215,0.684308076098642,0.11791962415557664,0.058912409872690676,0.05031973012609542
DomainsRandomForest__with_minor_reactions_global_tuning,Protists_|_isTPS,0.45237032418952616,0.725,0.33854726486819964,,,
DomainsRandomForest__with_minor_reactions_global_tuning,Plants_|_isTPS,0.9776159738935597,0.9878636725558207,0.6182751668118607,0.012605742492555192,0.006834034865572371,0.1817575795285101
DomainsRandomForest__with_minor_reactions_global_tuning,Animals_|_isTPS,0.5142838988867787,0.7563288113602955,0.4626512240747568,0.07092571704493461,0.03571134049756066,0.09278674467707543
DomainsRandomForest__with_minor_reactions,Archaea_|_isTPS,0.0019993336665000833,0.4995826654978292,0.2092458695347633,,,
DomainsRandomForest__with_minor_reactions,Fungi_|_isTPS,0.883303564162518,0.9455615335893961,0.7724449198993021,0.06954672253324849,0.03459231701545687,0.03879535780055338
DomainsRandomForest__with_minor_reactions,Bacteria_|_isTPS,0.7953161389537591,0.8973743338549365,0.6747100564993526,0.11421185587582974,0.05888183537165694,0.034110133357665655
DomainsRandomForest__with_minor_reactions,Protists_|_isTPS,0.45237032418952616,0.725,0.27279502598870276,,,
DomainsRandomForest__with_minor_reactions,Plants_|_isTPS,0.9776159738935597,0.9878636725558207,0.7486646140756547,0.012605742492555241,0.006834034865572371,0.08351396794124465
DomainsRandomForest__with_minor_reactions,Animals_|_isTPS,0.5130987137015935,0.7563221346786063,0.46647190906682817,0.07065887944036753,0.035708989966223806,0.06283831465186782
HMM__with_minor_reactions,Archaea_|_isTPS,0.45714285714285713,0.9987480800774055,0.4887398747315587,,,
HMM__with_minor_reactions,Fungi_|_isTPS,0.6510304611886021,0.9825815310824508,0.7025786866016546,0.05822414096979259,0.017790464167861203,0.02902452437359439
HMM__with_minor_reactions,Bacteria_|_isTPS,0.6110240678636923,0.9626822536126095,0.6560298919107099,0.14637972835227445,0.033647830495275234,0.06820797439983645
HMM__with_minor_reactions,Protists_|_isTPS,0.5567557424103559,0.9858835840221152,0.5717093011239434,,,
HMM__with_minor_reactions,Plants_|_isTPS,0.9574855684859486,0.9976010962810259,0.5620376651209742,0.01788715727748584,0.001395893792506487,0.16513957827412942
HMM__with_minor_reactions,Animals_|_isTPS,0.4938081428935009,0.9807060336849153,0.5685078769599006,0.12535603051031138,0.02290912791455765,0.0633249669257358
PlmRandomForest__ankh_base_with_minor_reactions_global_tuning,Archaea_|_isTPS,0.523260582010582,0.9986782735752898,0.39798977435614996,,,
PlmRandomForest__ankh_base_with_minor_reactions_global_tuning,Fungi_|_isTPS,0.812003585541229,0.9923823798109532,0.6113075300920837,0.06721266555181665,0.010623530652741731,0.054878489951604624
PlmRandomForest__ankh_base_with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.6743855703083085,0.9895819613870112,0.5416483585354493,0.11839916425724012,0.018279307459265058,0.06780298744532438
PlmRandomForest__ankh_base_with_minor_reactions_global_tuning,Protists_|_isTPS,0.6188501063797198,0.9759196723067413,0.4700118114721116,,,
PlmRandomForest__ankh_base_with_minor_reactions_global_tuning,Plants_|_isTPS,0.9750662111717453,0.9977798697433815,0.7003797018733483,0.013195619025049767,0.002330072288783396,0.08168195387479556
PlmRandomForest__ankh_base_with_minor_reactions_global_tuning,Animals_|_isTPS,0.6055617390165884,0.9849979564277497,0.47936788663083385,0.06499180481921306,0.026283791169399127,0.02266303870550248
PlmRandomForest__esm-1v_with_minor_reactions_global_tuning,Archaea_|_isTPS,0.6755940355940355,0.9989674349254621,0.376840824403567,,,
PlmRandomForest__esm-1v_with_minor_reactions_global_tuning,Fungi_|_isTPS,0.8272606407134916,0.9927961479791237,0.5699439773610383,0.0600577486950722,0.011386955832596472,0.026595083980816704
PlmRandomForest__esm-1v_with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.6796455034617505,0.9895411230614638,0.5137731038761852,0.11373378501488023,0.017757478140430986,0.011612459769403373
PlmRandomForest__esm-1v_with_minor_reactions_global_tuning,Protists_|_isTPS,0.6262072304178784,0.9763867268678628,0.42841148560300624,,,
PlmRandomForest__esm-1v_with_minor_reactions_global_tuning,Plants_|_isTPS,0.977271245873041,0.9978989587293288,0.639651658379768,0.015174253181876539,0.0024358589864216513,0.05434962253917794
PlmRandomForest__esm-1v_with_minor_reactions_global_tuning,Animals_|_isTPS,0.6228301227826811,0.9851360880685063,0.45931769246948306,0.09789351872977146,0.025659742511696875,0.042295074504683214
PlmRandomForest__tps_esm-1v_with_minor_reactions_global_tuning,Archaea_|_isTPS,0.505006105006105,0.9987032400915723,0.3804692609788451,,,
PlmRandomForest__tps_esm-1v_with_minor_reactions_global_tuning,Fungi_|_isTPS,0.812281270789309,0.9933229101991963,0.5822631902899871,0.06646358956133724,0.009692516867131643,0.04867407332503749
PlmRandomForest__tps_esm-1v_with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.6546547842816035,0.9892847687717848,0.5302322694807845,0.13962418522742556,0.014986235482893788,0.07320652109710832
PlmRandomForest__tps_esm-1v_with_minor_reactions_global_tuning,Protists_|_isTPS,0.5731571650617786,0.9795690858006203,0.450616179246857,,,
PlmRandomForest__tps_esm-1v_with_minor_reactions_global_tuning,Plants_|_isTPS,0.9718404719017093,0.9979362541909141,0.6615209502860463,0.01911936905964744,0.002170242554984667,0.08019438839488863
PlmRandomForest__tps_esm-1v_with_minor_reactions_global_tuning,Animals_|_isTPS,0.5643362134502501,0.9869885215441079,0.4656529444144584,0.08278759100494014,0.021899671473589715,0.05058188220163823
PlmRandomForest__ankh_large_with_minor_reactions_global_tuning,Archaea_|_isTPS,0.6181216931216932,0.9988537078606106,0.38087921910257255,,,
PlmRandomForest__ankh_large_with_minor_reactions_global_tuning,Fungi_|_isTPS,0.8041219947151751,0.9904967015986449,0.5933775506852584,0.037096150833856346,0.015788760465157693,0.02335195489011518
PlmRandomForest__ankh_large_with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.6625222067150032,0.9886908261150384,0.5264775538252772,0.08990435606935226,0.019665460778775096,0.046663509082038604
PlmRandomForest__ankh_large_with_minor_reactions_global_tuning,Protists_|_isTPS,0.6300147287943423,0.9746686855744893,0.4506712400687549,,,
PlmRandomForest__ankh_large_with_minor_reactions_global_tuning,Plants_|_isTPS,0.9778340451484446,0.9977888453538629,0.6804112162414435,0.014246336511773768,0.002345929150916114,0.05573528579395001
PlmRandomForest__ankh_large_with_minor_reactions_global_tuning,Animals_|_isTPS,0.5971268063605083,0.9846645185976024,0.46917916706435847,0.10858968651771224,0.02789984888694791,0.04175403420558853
PlmRandomForest__esm-2_with_minor_reactions_global_tuning,Archaea_|_isTPS,0.6080687830687831,0.9989201737921399,0.3748066210268221,,,
PlmRandomForest__esm-2_with_minor_reactions_global_tuning,Fungi_|_isTPS,0.8010836043292999,0.9926045154821621,0.5787589750404747,0.03843543235549791,0.011265815410471352,0.027449622116703577
PlmRandomForest__esm-2_with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.6535375222662316,0.9885091186803173,0.5105096709569029,0.08099267376495822,0.019759101354830486,0.03044111072458452
PlmRandomForest__esm-2_with_minor_reactions_global_tuning,Protists_|_isTPS,0.5767178713308181,0.9742418334782954,0.4339291562682362,,,
PlmRandomForest__esm-2_with_minor_reactions_global_tuning,Plants_|_isTPS,0.981006345266165,0.997871046596494,0.6672246423905406,0.01389733223646935,0.002429835215485387,0.04846299420141257
PlmRandomForest__esm-2_with_minor_reactions_global_tuning,Animals_|_isTPS,0.5922183907703826,0.9847507882406399,0.4511042939474101,0.0931640549554614,0.028403168040246105,0.04215378458315853
PlmRandomForest__tps_esm-1v-subseq_with_minor_reactions_global_tuning,Archaea_|_isTPS,0.5358247743541861,0.9985026721221333,0.3709531724633948,,,
PlmRandomForest__tps_esm-1v-subseq_with_minor_reactions_global_tuning,Fungi_|_isTPS,0.7863079050897224,0.9921741465731762,0.578432332514905,0.07374439056846041,0.011190142977055069,0.051040831793446324
PlmRandomForest__tps_esm-1v-subseq_with_minor_reactions_global_tuning,Bacteria_|_isTPS,0.6479553330184168,0.9881260844124127,0.5242871428072257,0.13996986912762124,0.01827307411459444,0.06308419905982483
