Model,Mean Average Precision (mAP),mAP - SEM,mAP + SEM,ROC-AUC (macro mean),Mean ROC-AUC - SEM,Mean ROC-AUC + SEM,MCC-F1 summary (macro mean),Mean MCC-F1 summary - SEM,Mean MCC-F1 summary + SEM
PlmDomainsMLP__tps_ankh_base_with_minor_reactions_global_tuning,0.872705910276804,,,0.9954040695740762,,,0.5040753588584898,,
PlmDomainsMLP__ankh_large_with_minor_reactions,0.8507589506825892,0.8147270914756063,0.8867908098895722,0.9931861146244789,0.9899147352312189,0.996457494017739,0.48838307564823613,0.4729038623223228,0.5038622889741495
PlmDomainsMLP__esm-2_with_minor_reactions,0.8759543561397213,0.8369329215585966,0.914975790720846,0.9932063763327924,0.9890820123669596,0.9973307402986252,0.4917987935955752,0.47971093814811994,0.5038866490430305
PlmDomainsMLP__tps_esm-1v-subseq_with_minor_reactions,0.8738709070704193,0.8455746393395235,0.902167174801315,0.9935391695778617,0.9911587204254274,0.995919618730296,0.4916892601117448,0.4795055131269082,0.5038730070965813
PlmDomainsMLP__esm-2_with_minor_reactions_global_tuning,0.8905124397883385,,,0.9947415450993261,,,0.4886086380349365,,
PlmDomainsMLP__tps_esm-1v-subseq_with_minor_reactions_global_tuning,0.8889556300130596,0.8602998509902399,0.9176114090358792,0.9943774198668806,0.9921229728289727,0.9966318669047884,0.49314179804008307,0.48153707504007487,0.5047465210400913
CLEAN__with_minor_reactions,0.36255532151563946,0.3205340844054296,0.40457655862584935,0.7467435261865902,0.7255646546370494,0.767922397736131,0.3719004449747476,0.35469638872594067,0.38910450122355456
PlmDomainsRandomForest__tps_esm-1v-subseq_foldseek_with_minor_reactions_global_tuning,0.9002592761389588,0.8741075376039523,0.9264110146739654,0.9918795747401501,0.9880311753683502,0.99572797411195,0.6307298966696454,0.6163763012529723,0.6450834920863185
PlmDomainsRandomForest__tps_esm-1v-subseq_foldseek_with_minor_reactions_global_tuning_domains_subset_plm_subset,0.8978570855459753,0.8753938306816178,0.9203203404103328,0.9935027847318061,0.9906215068289735,0.9963840626346386,0.6333551449512682,0.6184557566740758,0.6482545332284606
PlmDomainsRandomForest__tps_esm-1v-subseq_with_minor_reactions_global_tuning,0.8997136468531647,0.8736354022978896,0.9257918914084398,0.9941134781135591,0.9912668795598326,0.9969600766672856,0.5375807076216623,0.5200704989957005,0.5550909162476242
PlmDomainsRandomForest__tps_esm-1v-subseq_with_minor_reactions_global_tuning_domains_subset,0.9026951994136962,0.8752155152324151,0.9301748835949774,0.9918730616990551,0.9866209927537121,0.9971251306443981,0.6028546544773588,0.5846476885225265,0.621061620432191
PlmDomainsRandomForest__tps_esm-1v-subseq_with_minor_reactions_global_tuning_domains_subset_plm_subset,0.9024656284829736,0.8762332959872616,0.9286979609786856,0.9928275412103179,0.9887495619525803,0.9969055204680555,0.6508037891579365,0.636341182289368,0.665266396026505
