version,class,metric,value,x_axis,x_label
eval1e-5,FPP,ap,0.6673943210325398,neglog10,E-value (-log10)
eval1e-5,GGPP,ap,0.40217691223446606,neglog10,E-value (-log10)
eval1e-5,GFPP,ap,0.17600564219213446,neglog10,E-value (-log10)
eval1e-5,CPP,ap,0.41715804460747413,neglog10,E-value (-log10)
eval1e-5,EDSQ,ap,0.7535910365522348,neglog10,E-value (-log10)
eval1e-5,2xFPP,ap,0.8342517006802721,neglog10,E-value (-log10)
eval1e-5,2xGGPP,ap,0.8166666666666667,neglog10,E-value (-log10)
eval1e-50,TPS,ap,0.3206093586394525,neglog10,E-value (-log10)
eval1e-50,IDS,ap,0.16034671382616222,neglog10,E-value (-log10)
eval1e-50,GPP,ap,0.03395883886229532,neglog10,E-value (-log10)
eval1e-50,FPP,ap,0.11101813223815435,neglog10,E-value (-log10)
eval1e-50,GGPP,ap,0.33233510219704143,neglog10,E-value (-log10)
eval1e-50,GFPP,ap,0.27271598768029176,neglog10,E-value (-log10)
eval1e-50,CPP,ap,0.5516333284893459,neglog10,E-value (-log10)
eval1e-50,EDSQ,ap,0.938984126984127,neglog10,E-value (-log10)
eval1e-50,2xFPP,ap,0.001682559124400016,neglog10,E-value (-log10)
eval1e-50,2xGGPP,ap,0.0015373371520448489,neglog10,E-value (-log10)
eval1e-70,TPS,ap,0.16943032828206983,neglog10,E-value (-log10)
eval1e-70,IDS,ap,0.01573938048779219,neglog10,E-value (-log10)
eval1e-70,GPP,ap,0.026203339698854695,neglog10,E-value (-log10)
eval1e-70,FPP,ap,0.05245082437147745,neglog10,E-value (-log10)
eval1e-70,GGPP,ap,0.05941061154784968,neglog10,E-value (-log10)
eval1e-70,GFPP,ap,0.005311960848937594,neglog10,E-value (-log10)
eval1e-70,CPP,ap,0.05065564088727583,neglog10,E-value (-log10)
eval1e-70,EDSQ,ap,0.8224987199180747,neglog10,E-value (-log10)
eval1e-70,2xFPP,ap,0.001682559124400016,neglog10,E-value (-log10)
eval1e-70,2xGGPP,ap,0.0015373371520448489,neglog10,E-value (-log10)
eval1e-90,TPS,ap,0.14967867151599393,neglog10,E-value (-log10)
eval1e-90,IDS,ap,0.01573938048779219,neglog10,E-value (-log10)
eval1e-90,GPP,ap,0.026203339698854695,neglog10,E-value (-log10)
eval1e-90,FPP,ap,0.05245082437147745,neglog10,E-value (-log10)
eval1e-90,GGPP,ap,0.02052355925353947,neglog10,E-value (-log10)
eval1e-90,GFPP,ap,0.005311960848937594,neglog10,E-value (-log10)
eval1e-90,CPP,ap,0.008312745898518282,neglog10,E-value (-log10)
eval1e-90,EDSQ,ap,0.3747148704458335,neglog10,E-value (-log10)
eval1e-90,2xFPP,ap,0.001682559124400016,neglog10,E-value (-log10)
eval1e-90,2xGGPP,ap,0.0015373371520448489,neglog10,E-value (-log10)
eval1e0,TPS,ap,0.9692365115596422,neglog10,E-value (-log10)
eval1e0,IDS,ap,0.3884438918302635,neglog10,E-value (-log10)
eval1e0,GPP,ap,0.2583140449059507,neglog10,E-value (-log10)
eval1e0,FPP,ap,0.5964627626703254,neglog10,E-value (-log10)
eval1e0,GGPP,ap,0.11003460317106215,neglog10,E-value (-log10)
eval1e0,GFPP,ap,0.033484015435002686,neglog10,E-value (-log10)
eval1e0,CPP,ap,0.03585195531380901,neglog10,E-value (-log10)
eval1e0,EDSQ,ap,0.43758181508462235,neglog10,E-value (-log10)
eval1e0,2xFPP,ap,0.11567057483770064,neglog10,E-value (-log10)
eval1e0,2xGGPP,ap,0.09043241145399075,neglog10,E-value (-log10)
