classifier,class,metric,ap_type,point,ci_low,ci_high,method,ci_method
PLM_Domains_Esm1v,CPP,roc_auc,pooled_oof,0.9956409385845783,0.9900474462155293,0.9980487998323051,bca,bca
PLM_Domains_Esm1v,EDSQ,ap,pooled_oof,0.9915032430420375,0.8163662509402431,0.9936930179800402,bca,bca
PLM_Domains_Esm1v,EDSQ,roc_auc,pooled_oof,0.9999466354131425,0.9998190928261835,1.0,bca,bca
PLM_Domains_Esm1v,FPP,ap,pooled_oof,0.8968247737367727,0.8120948235148905,0.9372871280943361,bca,bca
PLM_Domains_Esm1v,FPP,roc_auc,pooled_oof,0.9932578670781144,0.9873832840519348,0.9959847209085736,bca,bca
PLM_Domains_Esm1v,GFPP,ap,pooled_oof,0.6325689864452377,0.4201218602448846,0.7926512422158041,bca,bca
PLM_Domains_Esm1v,GFPP,roc_auc,pooled_oof,0.9081804916148983,0.6517223049516856,0.9975059188349644,bca,bca
PLM_Domains_Esm1v,GGPP,ap,pooled_oof,0.709863218784992,0.579563773846403,0.8538251429711938,bca,bca
PLM_Domains_Esm1v,GGPP,roc_auc,pooled_oof,0.9742712007241174,0.9463697973886657,0.9871533199539224,bca,bca
PLM_Domains_Esm1v,GPP,ap,pooled_oof,0.6900074640848897,0.47535807051145007,0.8677625776721333,bca,bca
PLM_Domains_Esm1v,GPP,roc_auc,pooled_oof,0.9875266917284123,0.9787361790298904,0.9926285357891431,bca,bca
PLM_Domains_Esm1v,IDS,ap,pooled_oof,0.9824737730154705,0.9596846270933053,0.9908882744794725,bca,bca
PLM_Domains_Esm1v,IDS,roc_auc,pooled_oof,0.9997507321318128,0.9994351669251489,0.9998761212061356,bca,bca
PLM_Domains_Esm1v,Substrate_mAP,ap,pooled_oof,0.7968844591693953,0.7391029494299598,0.8518730144982388,bca,bca
PLM_Domains_Esm1v,Substrate_mAP,roc_auc,pooled_oof,0.9822822014316227,0.9502440924913251,0.9943143192571261,bca,bca
PLM_Domains_Esm1v,TPS,ap,pooled_oof,0.9996134898269864,0.9989670924206784,0.9998504492549862,bca,bca
PLM_Domains_Esm1v,TPS,roc_auc,pooled_oof,0.9999490093331805,0.999870943848613,0.9999795747875598,bca,bca
PLM_Domains_Esm2,2xFPP,ap,pooled_oof,0.9575986219326504,0.6670638226861689,1.0,bca,bca
PLM_Domains_Esm2,2xFPP,roc_auc,pooled_oof,0.9999258383740064,0.9995769734686052,1.0,bca,bca
PLM_Domains_Esm2,2xGGPP,ap,pooled_oof,0.8803794793779581,0.47170995994269826,1.0,bca,bca
PLM_Domains_Esm2,2xGGPP,roc_auc,pooled_oof,0.9989744599081157,0.9934693082180384,1.0,bca,bca
PLM_Domains_Esm2,CPP,ap,pooled_oof,0.7065529096554424,0.42893586591350863,0.8356018244516958,bca,bca
PLM_Domains_Esm2,CPP,roc_auc,pooled_oof,0.9954494869473367,0.990048919636406,0.9978332997598608,bca,bca
PLM_Domains_Esm2,EDSQ,ap,pooled_oof,0.9945547707664883,0.9585871728041028,1.0,bca,bca
PLM_Domains_Esm2,EDSQ,roc_auc,pooled_oof,0.9999607317191049,0.9998313876111745,1.0,bca,bca
PLM_Domains_Esm2,FPP,ap,pooled_oof,0.8700752874321259,0.7545086511993231,0.9280420616934486,bca,bca
PLM_Domains_Esm2,FPP,roc_auc,pooled_oof,0.9916437527714662,0.9823113860173748,0.995405732792844,bca,bca
PLM_Domains_Esm2,GFPP,ap,pooled_oof,0.5934962150719051,0.36805633837354246,0.7856038708183923,bca,bca
PLM_Domains_Esm2,GFPP,roc_auc,pooled_oof,0.9166648553166022,0.6995847940728659,0.9963199767130186,bca,bca
PLM_Domains_Esm2,GGPP,ap,pooled_oof,0.7330994112558223,0.6043672414900247,0.8625598329880222,bca,bca
PLM_Domains_Esm2,GGPP,roc_auc,pooled_oof,0.9823874808826742,0.9634539979312366,0.990799500761441,bca,bca
PLM_Domains_Esm2,GPP,ap,pooled_oof,0.6955915732183658,0.4797436654392264,0.8752430568245847,bca,bca
PLM_Domains_Esm2,GPP,roc_auc,pooled_oof,0.9879090408913644,0.9791613222391418,0.993233068278289,bca,bca
PLM_Domains_Esm2,IDS,ap,pooled_oof,0.9886352600862404,0.9725442442255403,0.9955564480642687,bca,bca
