classifier,ap_type,metric,category,value,class,category_name
Foldseek,pooled_oof,roc_auc,Viruses,0.5,IDS,Kingdom
Foldseek,pooled_oof,ap,Animals,0.9458684715191268,TPS,Kingdom
Foldseek,pooled_oof,roc_auc,Animals,0.9988636363636364,TPS,Kingdom
Foldseek,pooled_oof,ap,Bacteria,0.9979469218261525,TPS,Kingdom
Foldseek,pooled_oof,roc_auc,Bacteria,0.9999382411067194,TPS,Kingdom
Foldseek,pooled_oof,ap,Fungi,1.0,TPS,Kingdom
Foldseek,pooled_oof,roc_auc,Fungi,1.0,TPS,Kingdom
Foldseek,pooled_oof,ap,Plants,0.9999772138198183,TPS,Kingdom
Foldseek,pooled_oof,roc_auc,Plants,0.9999836449871886,TPS,Kingdom
Foldseek,pooled_oof,ap,Protists,1.0,TPS,Kingdom
Foldseek,pooled_oof,roc_auc,Protists,1.0,TPS,Kingdom
Foldseek,pooled_oof,ap,Viruses,1.0,TPS,Kingdom
Foldseek,pooled_oof,roc_auc,Viruses,1.0,TPS,Kingdom
PFAM,pooled_oof,ap,Animals,0.6918867535305891,TPS,Kingdom
PFAM,pooled_oof,roc_auc,Animals,0.8568845926800472,TPS,Kingdom
PFAM,pooled_oof,ap,Bacteria,0.9432546345475106,TPS,Kingdom
PFAM,pooled_oof,roc_auc,Bacteria,0.9707792207792207,TPS,Kingdom
PFAM,pooled_oof,ap,Fungi,0.9458301547985112,TPS,Kingdom
PFAM,pooled_oof,roc_auc,Fungi,0.9794750609357349,TPS,Kingdom
PFAM,pooled_oof,ap,Plants,0.9993786112946536,TPS,Kingdom
PFAM,pooled_oof,roc_auc,Plants,0.9993975903614458,TPS,Kingdom
PFAM,pooled_oof,ap,Protists,1.0,TPS,Kingdom
PFAM,pooled_oof,roc_auc,Protists,1.0,TPS,Kingdom
PFAM,pooled_oof,ap,Viruses,1.0,TPS,Kingdom
PFAM,pooled_oof,roc_auc,Viruses,1.0,TPS,Kingdom
SUPFAM,pooled_oof,ap,Animals,0.2688120605928825,TPS,Kingdom
SUPFAM,pooled_oof,roc_auc,Animals,0.6703955135773317,TPS,Kingdom
SUPFAM,pooled_oof,ap,Bacteria,0.8866788414534826,TPS,Kingdom
SUPFAM,pooled_oof,roc_auc,Bacteria,0.9573069593450028,TPS,Kingdom
SUPFAM,pooled_oof,ap,Fungi,0.8558798968632642,TPS,Kingdom
SUPFAM,pooled_oof,roc_auc,Fungi,0.9798131799536295,TPS,Kingdom
SUPFAM,pooled_oof,ap,Plants,0.9957771863641623,TPS,Kingdom
SUPFAM,pooled_oof,roc_auc,Plants,0.9977007577822603,TPS,Kingdom
SUPFAM,pooled_oof,ap,Protists,0.9053571428571429,TPS,Kingdom
SUPFAM,pooled_oof,roc_auc,Protists,0.9734848484848485,TPS,Kingdom
SUPFAM,pooled_oof,ap,Viruses,1.0,TPS,Kingdom
SUPFAM,pooled_oof,roc_auc,Viruses,1.0,TPS,Kingdom
CLEAN,pooled_oof,ap,Animals,1.0,2xFPP,Kingdom
CLEAN,pooled_oof,roc_auc,Animals,1.0,2xFPP,Kingdom
CLEAN,pooled_oof,ap,Bacteria,0.16704359844201533,2xFPP,Kingdom
CLEAN,pooled_oof,roc_auc,Bacteria,0.6665723804136023,2xFPP,Kingdom
CLEAN,pooled_oof,ap,Fungi,1.0,2xFPP,Kingdom
CLEAN,pooled_oof,roc_auc,Fungi,1.0,2xFPP,Kingdom
CLEAN,pooled_oof,ap,Plants,1.0,2xFPP,Kingdom
CLEAN,pooled_oof,roc_auc,Plants,1.0,2xFPP,Kingdom
CLEAN,pooled_oof,ap,Bacteria,0.5555555555555556,2xGGPP,Kingdom
CLEAN,pooled_oof,roc_auc,Bacteria,0.9996227126957178,2xGGPP,Kingdom
CLEAN,pooled_oof,ap,Fungi,0.5006839945280438,2xGGPP,Kingdom
CLEAN,pooled_oof,roc_auc,Fungi,0.75,2xGGPP,Kingdom
CLEAN,pooled_oof,ap,Plants,0.7369470669353984,2xGGPP,Kingdom
CLEAN,pooled_oof,roc_auc,Plants,0.9494131455399061,2xGGPP,Kingdom
CLEAN,pooled_oof,ap,Bacteria,0.029702223897474556,CPP,Kingdom
CLEAN,pooled_oof,roc_auc,Bacteria,0.5710511417248537,CPP,Kingdom
CLEAN,pooled_oof,ap,Fungi,0.3613679890560875,CPP,Kingdom
CLEAN,pooled_oof,roc_auc,Fungi,0.7993136582017846,CPP,Kingdom
CLEAN,pooled_oof,ap,Plants,0.5904099544042245,CPP,Kingdom
CLEAN,pooled_oof,roc_auc,Plants,0.8722277020564324,CPP,Kingdom
CLEAN,pooled_oof,ap,Animals,1.0,EDSQ,Kingdom
CLEAN,pooled_oof,roc_auc,Animals,1.0,EDSQ,Kingdom
CLEAN,pooled_oof,ap,Fungi,0.8756839945280438,EDSQ,Kingdom
CLEAN,pooled_oof,roc_auc,Fungi,0.9375,EDSQ,Kingdom
CLEAN,pooled_oof,ap,Plants,0.9743589743589743,EDSQ,Kingdom
CLEAN,pooled_oof,roc_auc,Plants,0.9993894993894994,EDSQ,Kingdom
CLEAN,pooled_oof,ap,Protists,1.0,EDSQ,Kingdom
CLEAN,pooled_oof,roc_auc,Protists,1.0,EDSQ,Kingdom
CLEAN,pooled_oof,ap,Animals,0.257348475978613,FPP,Kingdom
CLEAN,pooled_oof,roc_auc,Animals,0.6788078108941418,FPP,Kingdom
CLEAN,pooled_oof,ap,Bacteria,0.32693413117225784,FPP,Kingdom
CLEAN,pooled_oof,roc_auc,Bacteria,0.8402018352985926,FPP,Kingdom
CLEAN,pooled_oof,ap,Fungi,0.828595511179933,FPP,Kingdom
CLEAN,pooled_oof,roc_auc,Fungi,0.9504067775874725,FPP,Kingdom
CLEAN,pooled_oof,ap,Plants,0.7072219820835238,FPP,Kingdom
CLEAN,pooled_oof,roc_auc,Plants,0.8925242794486217,FPP,Kingdom
CLEAN,pooled_oof,ap,Protists,0.6193277310924369,FPP,Kingdom
CLEAN,pooled_oof,roc_auc,Protists,0.8499381734675854,FPP,Kingdom
CLEAN,pooled_oof,ap,Viruses,1.0,FPP,Kingdom
CLEAN,pooled_oof,roc_auc,Viruses,1.0,FPP,Kingdom
CLEAN,pooled_oof,ap,Animals,0.0005073566717402334,GFPP,Kingdom
CLEAN,pooled_oof,roc_auc,Animals,0.499746192893401,GFPP,Kingdom
CLEAN,pooled_oof,ap,Bacteria,0.0570632826569502,GFPP,Kingdom
CLEAN,pooled_oof,roc_auc,Bacteria,0.5554611625028842,GFPP,Kingdom
CLEAN,pooled_oof,ap,Fungi,0.5560723514211887,GFPP,Kingdom
CLEAN,pooled_oof,roc_auc,Fungi,0.809699678507018,GFPP,Kingdom
CLEAN,pooled_oof,ap,Plants,0.003500583430571762,GFPP,Kingdom
CLEAN,pooled_oof,roc_auc,Plants,0.5,GFPP,Kingdom
CLEAN,pooled_oof,ap,Animals,0.37119855552571107,GGPP,Kingdom
CLEAN,pooled_oof,roc_auc,Animals,0.7925823348786802,GGPP,Kingdom
CLEAN,pooled_oof,ap,Bacteria,0.3789430514485329,GGPP,Kingdom
CLEAN,pooled_oof,roc_auc,Bacteria,0.785108113279755,GGPP,Kingdom
CLEAN,pooled_oof,ap,Fungi,0.29872414081911836,GGPP,Kingdom
CLEAN,pooled_oof,roc_auc,Fungi,0.8139520514087988,GGPP,Kingdom
CLEAN,pooled_oof,ap,Plants,0.5114407088681447,GGPP,Kingdom
CLEAN,pooled_oof,roc_auc,Plants,0.8216355067985167,GGPP,Kingdom
CLEAN,pooled_oof,ap,Protists,0.07238095238095238,GGPP,Kingdom
CLEAN,pooled_oof,roc_auc,Protists,0.6609029779058597,GGPP,Kingdom
CLEAN,pooled_oof,ap,Animals,0.31808092338914257,GPP,Kingdom
CLEAN,pooled_oof,roc_auc,Animals,0.65625,GPP,Kingdom
CLEAN,pooled_oof,ap,Bacteria,0.0011307953260459858,GPP,Kingdom
CLEAN,pooled_oof,roc_auc,Bacteria,0.499622641509434,GPP,Kingdom
CLEAN,pooled_oof,ap,Fungi,0.004103967168262654,GPP,Kingdom
CLEAN,pooled_oof,roc_auc,Fungi,0.4996565934065934,GPP,Kingdom
CLEAN,pooled_oof,ap,Plants,0.4621544445441762,GPP,Kingdom
CLEAN,pooled_oof,roc_auc,Plants,0.7249867738863612,GPP,Kingdom
CLEAN,pooled_oof,ap,Protists,0.0784126984126984,GPP,Kingdom
CLEAN,pooled_oof,roc_auc,Protists,0.5540892798957315,GPP,Kingdom
CLEAN,pooled_oof,ap,Viruses,0.16666666666666666,GPP,Kingdom
CLEAN,pooled_oof,roc_auc,Viruses,0.5,GPP,Kingdom
CLEAN,pooled_oof,ap,Animals,0.7857142857142857,IDS,Kingdom
CLEAN,pooled_oof,roc_auc,Animals,0.999234693877551,IDS,Kingdom
CLEAN,pooled_oof,ap,Archaea,1.0,IDS,Kingdom
CLEAN,pooled_oof,roc_auc,Archaea,1.0,IDS,Kingdom
CLEAN,pooled_oof,ap,Bacteria,0.9,IDS,Kingdom
CLEAN,pooled_oof,roc_auc,Bacteria,0.9998108925869894,IDS,Kingdom
CLEAN,pooled_oof,ap,Fungi,0.5755718066405001,IDS,Kingdom
CLEAN,pooled_oof,roc_auc,Fungi,0.7710280373831775,IDS,Kingdom
CLEAN,pooled_oof,ap,Plants,0.9666666666666667,IDS,Kingdom
CLEAN,pooled_oof,roc_auc,Plants,0.9997032640949555,IDS,Kingdom
CLEAN,pooled_oof,ap,Protists,1.0,IDS,Kingdom
CLEAN,pooled_oof,roc_auc,Protists,1.0,IDS,Kingdom
CLEAN,pooled_oof,ap,Viruses,1.0,IDS,Kingdom
CLEAN,pooled_oof,roc_auc,Viruses,1.0,IDS,Kingdom
CLEAN,pooled_oof,ap,Animals,0.7869019144948696,TPS,Kingdom
CLEAN,pooled_oof,roc_auc,Animals,0.9836260330578512,TPS,Kingdom
CLEAN,pooled_oof,ap,Bacteria,0.9622548804857346,TPS,Kingdom
CLEAN,pooled_oof,roc_auc,Bacteria,0.9962673681132532,TPS,Kingdom
CLEAN,pooled_oof,ap,Fungi,0.9159112515442441,TPS,Kingdom
CLEAN,pooled_oof,roc_auc,Fungi,0.9747153855299923,TPS,Kingdom
CLEAN,pooled_oof,ap,Plants,0.9981752436070356,TPS,Kingdom
CLEAN,pooled_oof,roc_auc,Plants,0.9988319795017173,TPS,Kingdom
CLEAN,pooled_oof,ap,Protists,0.9090909090909091,TPS,Kingdom
CLEAN,pooled_oof,roc_auc,Protists,0.996969696969697,TPS,Kingdom
CLEAN,pooled_oof,ap,Viruses,1.0,TPS,Kingdom
CLEAN,pooled_oof,roc_auc,Viruses,1.0,TPS,Kingdom
PLM_Domains,pooled_oof,ap,Animals,1.0,2xFPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Animals,1.0,2xFPP,Kingdom
PLM_Domains,pooled_oof,ap,Bacteria,0.41111111111111115,2xFPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Bacteria,0.9994971399836571,2xFPP,Kingdom
PLM_Domains,pooled_oof,ap,Fungi,1.0,2xFPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Fungi,1.0,2xFPP,Kingdom
PLM_Domains,pooled_oof,ap,Plants,0.9282627865961202,2xFPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Plants,0.9996741609644836,2xFPP,Kingdom
PLM_Domains,pooled_oof,ap,Bacteria,1.0,2xGGPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Bacteria,1.0,2xGGPP,Kingdom
PLM_Domains,pooled_oof,ap,Fungi,0.16233766233766234,2xGGPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Fungi,0.9948630136986302,2xGGPP,Kingdom
PLM_Domains,pooled_oof,ap,Plants,0.9500000000000001,2xGGPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Plants,0.9994131455399061,2xGGPP,Kingdom
PLM_Domains,pooled_oof,ap,Bacteria,0.24159652741521,CPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Bacteria,0.994257676650581,CPP,Kingdom
PLM_Domains,pooled_oof,ap,Fungi,0.711111111111111,CPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Fungi,0.9984900480439259,CPP,Kingdom
PLM_Domains,pooled_oof,ap,Plants,0.7443981286936616,CPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Plants,0.9856602702056432,CPP,Kingdom
PLM_Domains,pooled_oof,ap,Animals,1.0,EDSQ,Kingdom
PLM_Domains,pooled_oof,roc_auc,Animals,1.0,EDSQ,Kingdom
PLM_Domains,pooled_oof,ap,Fungi,1.0,EDSQ,Kingdom
PLM_Domains,pooled_oof,roc_auc,Fungi,1.0,EDSQ,Kingdom
PLM_Domains,pooled_oof,ap,Plants,0.9870057092638854,EDSQ,Kingdom
PLM_Domains,pooled_oof,roc_auc,Plants,0.999558190347664,EDSQ,Kingdom
PLM_Domains,pooled_oof,ap,Protists,1.0,EDSQ,Kingdom
PLM_Domains,pooled_oof,roc_auc,Protists,1.0,EDSQ,Kingdom
PLM_Domains,pooled_oof,ap,Animals,0.7732037718715418,FPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Animals,0.9981500513874614,FPP,Kingdom
PLM_Domains,pooled_oof,ap,Bacteria,0.37673556628075855,FPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Bacteria,0.9907680360086217,FPP,Kingdom
PLM_Domains,pooled_oof,ap,Fungi,0.9718446236820888,FPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Fungi,0.9963053584536334,FPP,Kingdom
PLM_Domains,pooled_oof,ap,Plants,0.9334117851012472,FPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Plants,0.9772615131578947,FPP,Kingdom
PLM_Domains,pooled_oof,ap,Protists,0.9722284372985521,FPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Protists,0.998586822116234,FPP,Kingdom
PLM_Domains,pooled_oof,ap,Viruses,1.0,FPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Viruses,1.0,FPP,Kingdom
PLM_Domains,pooled_oof,ap,Animals,0.0044444444444444444,GFPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Animals,0.8862944162436548,GFPP,Kingdom
PLM_Domains,pooled_oof,ap,Bacteria,0.28867644700978035,GFPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Bacteria,0.9949447276236024,GFPP,Kingdom
PLM_Domains,pooled_oof,ap,Fungi,0.7976372051109217,GFPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Fungi,0.9942444914921978,GFPP,Kingdom
PLM_Domains,pooled_oof,ap,Plants,0.002164958521709834,GFPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Plants,0.08064988290398126,GFPP,Kingdom
PLM_Domains,pooled_oof,ap,Animals,0.5990012166887375,GGPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Animals,0.9968691673189234,GGPP,Kingdom
PLM_Domains,pooled_oof,ap,Bacteria,0.6956589065315646,GGPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Bacteria,0.9954314963643321,GGPP,Kingdom
PLM_Domains,pooled_oof,ap,Fungi,0.49816760460107984,GGPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Fungi,0.976581809194266,GGPP,Kingdom
PLM_Domains,pooled_oof,ap,Plants,0.8460344588309375,GGPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Plants,0.9651704779563247,GGPP,Kingdom
PLM_Domains,pooled_oof,ap,Protists,0.13351393188854488,GGPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Protists,0.9634966378482228,GGPP,Kingdom
PLM_Domains,pooled_oof,ap,Animals,0.4469371024927767,GPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Animals,0.9933823529411765,GPP,Kingdom
PLM_Domains,pooled_oof,ap,Bacteria,0.0430945847351297,GPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Bacteria,0.9861635220125786,GPP,Kingdom
PLM_Domains,pooled_oof,ap,Fungi,0.05196227361731483,GPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Fungi,0.9590201465201464,GPP,Kingdom
PLM_Domains,pooled_oof,ap,Plants,0.7433843947168356,GPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Plants,0.9424002751031637,GPP,Kingdom
PLM_Domains,pooled_oof,ap,Protists,0.5865225427402929,GPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Protists,0.9830563701531444,GPP,Kingdom
PLM_Domains,pooled_oof,ap,Viruses,1.0,GPP,Kingdom
PLM_Domains,pooled_oof,roc_auc,Viruses,1.0,GPP,Kingdom
PLM_Domains,pooled_oof,ap,Animals,0.9536042240587697,IDS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Animals,0.9997680890538034,IDS,Kingdom
PLM_Domains,pooled_oof,ap,Archaea,0.9999999999999998,IDS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Archaea,1.0,IDS,Kingdom
PLM_Domains,pooled_oof,ap,Bacteria,0.9386529933679058,IDS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Bacteria,0.9998424104891578,IDS,Kingdom
PLM_Domains,pooled_oof,ap,Fungi,0.9998261209939086,IDS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Fungi,0.9999862054695313,IDS,Kingdom
PLM_Domains,pooled_oof,ap,Plants,0.9516506900667845,IDS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Plants,0.9995293154609638,IDS,Kingdom
PLM_Domains,pooled_oof,ap,Protists,1.0,IDS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Protists,1.0,IDS,Kingdom
PLM_Domains,pooled_oof,ap,Viruses,1.0,IDS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Viruses,1.0,IDS,Kingdom
PLM_Domains,pooled_oof,ap,Animals,0.9952380952380953,TPS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Animals,0.999896694214876,TPS,Kingdom
PLM_Domains,pooled_oof,ap,Bacteria,0.9996414628316468,TPS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Bacteria,0.9999886565298056,TPS,Kingdom
PLM_Domains,pooled_oof,ap,Fungi,0.9979864307166951,TPS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Fungi,0.9995466975804054,TPS,Kingdom
PLM_Domains,pooled_oof,ap,Plants,0.9999899238531186,TPS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Plants,0.9999904595758601,TPS,Kingdom
PLM_Domains,pooled_oof,ap,Protists,1.0000000000000002,TPS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Protists,1.0,TPS,Kingdom
PLM_Domains,pooled_oof,ap,Viruses,1.0,TPS,Kingdom
PLM_Domains,pooled_oof,roc_auc,Viruses,1.0,TPS,Kingdom
