classifier_a,classifier_b,class,metric,ap_type,point,ci_low,ci_high,method,ci_method
PLM_Domains,Foldseek,2xFPP,roc_auc,pooled_oof,0.0003059167072237967,0.0,0.0011170767202084305,bca,bca
PLM_Domains,Foldseek,2xGGPP,ap,pooled_oof,-0.09677283264143643,-0.5443985072647727,0.020829201106178124,bca,bca
PLM_Domains,Foldseek,2xGGPP,roc_auc,pooled_oof,0.028979276838850376,-0.0006505420462561528,0.24785256217650745,bca,bca
PLM_Domains,Foldseek,CPP,ap,pooled_oof,0.0920919972219405,-0.1564140155868805,0.2417969411642501,bca,bca
PLM_Domains,Foldseek,CPP,roc_auc,pooled_oof,0.04291298853176406,0.0132217042462395,0.10867421992820278,bca,bca
PLM_Domains,Foldseek,EDSQ,ap,pooled_oof,0.03404020373909078,0.0,0.12480281380940214,bca,bca
PLM_Domains,Foldseek,EDSQ,roc_auc,pooled_oof,0.0057437412401527554,0.0,0.062471843437039945,bca,bca
PLM_Domains,Foldseek,FPP,ap,pooled_oof,0.22905880935282008,0.17082671502695204,0.31944902640347256,bca,bca
PLM_Domains,Foldseek,FPP,roc_auc,pooled_oof,0.01816177792864604,0.010846692518786373,0.03383412141216568,bca,bca
PLM_Domains,Foldseek,GFPP,ap,pooled_oof,0.2010474035877488,0.11860986163017619,0.33418596759053065,bca,bca
PLM_Domains,Foldseek,GFPP,roc_auc,pooled_oof,0.03727251254541053,-0.0882605529055015,0.12191858923595848,bca,bca
PLM_Domains,Foldseek,GGPP,ap,pooled_oof,0.23008829468027336,0.14784687532562696,0.3260799361724493,bca,bca
PLM_Domains,Foldseek,GGPP,roc_auc,pooled_oof,0.1301712366178721,0.08174278804153633,0.1805489682774781,bca,bca
PLM_Domains,Foldseek,GPP,ap,pooled_oof,0.14317760390496836,-0.035095472985608826,0.28819368978401705,bca,bca
PLM_Domains,Foldseek,GPP,roc_auc,pooled_oof,0.06648452061534582,0.030605820233989778,0.121189395216592,bca,bca
PLM_Domains,Foldseek,IDS,ap,pooled_oof,0.04855611503868895,0.012575828721678523,0.13816343733111716,bca,bca
PLM_Domains,Foldseek,IDS,roc_auc,pooled_oof,0.014131266927386088,9.018941660494793e-05,0.06640213247787384,bca,bca
PLM_Domains,Foldseek,Overall_mAP,ap,pooled_oof,0.11046923693428445,0.06755160749651676,0.1536373057599688,bca,bca
PLM_Domains,Foldseek,Overall_mAP,roc_auc,pooled_oof,0.0344226622184323,0.01791291592083191,0.04920407997012002,bca,bca
PLM_Domains,Foldseek,Substrate_mAP,ap,pooled_oof,0.1319518860827107,0.07904196977257996,0.1854725435351026,bca,bca
PLM_Domains,Foldseek,Substrate_mAP,roc_auc,pooled_oof,0.041253996378158186,0.02004382180350979,0.05920353049810246,bca,bca
PLM_Domains,Foldseek,TPS,ap,pooled_oof,0.0005211656424700672,-4.597727137220246e-05,0.0015256625528944768,bca,bca
PLM_Domains,Foldseek,TPS,roc_auc,pooled_oof,6.338423167140395e-05,-1.7440194610647576e-05,0.00017612342694750503,bca,bca
PLM_Domains,HMM,2xFPP,ap,pooled_oof,0.07301852196295422,-0.009123272214520325,0.30668131517637975,bca,bca
PLM_Domains,HMM,2xFPP,roc_auc,pooled_oof,6.720897355660949e-05,-1.1860006607337693e-05,0.00036364236246276435,bca,bca
PLM_Domains,HMM,2xGGPP,ap,pooled_oof,0.26734558000942865,-0.0012673481590555083,0.8053382423988767,bca,bca
PLM_Domains,HMM,2xGGPP,roc_auc,pooled_oof,9.582066515090304e-05,-0.0008461965785115927,0.0010418592864219617,bca,bca
PLM_Domains,HMM,CPP,ap,pooled_oof,0.11748935451095055,-0.029405237958740643,0.30589038500708166,bca,bca
PLM_Domains,HMM,CPP,roc_auc,pooled_oof,0.09279745737135958,0.0330102700034241,0.23907401089905608,bca,bca
PLM_Domains,HMM,EDSQ,ap,pooled_oof,0.019005441298275083,-2.220446049250313e-16,0.09982401411035378,bca,bca
PLM_Domains,HMM,EDSQ,roc_auc,pooled_oof,0.005689873213796659,0.0,0.06246614196091038,bca,bca
PLM_Domains,HMM,FPP,ap,pooled_oof,0.38745207234895684,0.2944810961670116,0.46735051249292175,bca,bca
PLM_Domains,HMM,FPP,roc_auc,pooled_oof,0.0675124874317462,0.04766639954734573,0.09474067951004722,bca,bca
PLM_Domains,HMM,GFPP,ap,pooled_oof,0.15994117766953597,0.03272545683112527,0.32449085710029035,bca,bca
PLM_Domains,HMM,GFPP,roc_auc,pooled_oof,0.09071023760565611,-0.05416452284443488,0.20989794240455648,bca,bca
PLM_Domains,HMM,GGPP,ap,pooled_oof,0.4800890086241488,0.36934166624907583,0.5702206731018853,bca,bca
