classifier,target_class,family,fold,bin_idx,edge_lo,edge_hi,n,n_pos,p_pred_mean,p_obs,wilson_lo,wilson_hi
PLM_Domains,GPP,logit_platt,2,4,0.000274691184578604,0.00033441705849038023,210,0,0.0003048757772735176,0.0,0.0,0.017964699104383804
PLM_Domains,GPP,logit_platt,2,5,0.00033441705849038023,0.0003862916031237895,210,0,0.0003620723792223707,0.0,0.0,0.017964699104383804
PLM_Domains,GPP,logit_platt,2,6,0.0003862916031237895,0.0004457133489376013,210,0,0.0004162966416152383,0.0,0.0,0.017964699104383804
PLM_Domains,GPP,logit_platt,2,7,0.0004457133489376013,0.0005300680624566713,210,0,0.0004852998275032682,0.0,0.0,0.017964699104383804
PLM_Domains,GPP,logit_platt,2,8,0.0005300680624566713,0.0006693256151153436,210,0,0.0005915984986022855,0.0,0.0,0.017964699104383804
PLM_Domains,GPP,logit_platt,2,9,0.0006693256151153436,0.0010876671309879627,210,0,0.0008128976577122725,0.0,0.0,0.017964699104383804
PLM_Domains,GPP,logit_platt,2,10,0.0010876671309879627,0.962653697643845,209,25,0.09062230034884862,0.11961722488038277,0.08234813495067944,0.1706174507243014
PLM_Domains,GPP,logit_platt,2,11,0.962653697643845,1.0,1,1,0.962653697643845,1.0,0.2065432914738929,1.0
PLM_Domains,GPP,logit_platt,3,1,2.8799025483253124e-11,0.00024670464150657273,258,0,0.00018296948025653037,0.0,0.0,0.01467146549669724
PLM_Domains,GPP,logit_platt,3,2,0.00024670464150657273,0.00034230141181211613,258,0,0.0002916292443894251,0.0,0.0,0.01467146549669724
PLM_Domains,GPP,logit_platt,3,3,0.00034230141181211613,0.0004249936499948172,257,0,0.00038380981686333065,0.0,0.0,0.014727712144075176
PLM_Domains,GPP,logit_platt,3,4,0.0004249936499948172,0.000510227302817624,258,0,0.000467835825579263,0.0,0.0,0.01467146549669724
PLM_Domains,GPP,logit_platt,3,5,0.000510227302817624,0.0005952905094559675,257,0,0.0005521708170037683,0.0,0.0,0.014727712144075176
PLM_Domains,GPP,logit_platt,3,6,0.0005952905094559675,0.0006971075178671212,258,0,0.0006415213816456991,0.0,0.0,0.01467146549669724
PLM_Domains,GPP,logit_platt,3,7,0.0006971075178671212,0.0008464138929692647,258,0,0.0007694977274004521,0.0,0.0,0.01467146549669724
PLM_Domains,GPP,logit_platt,3,8,0.0008464138929692647,0.0010860974919003291,257,0,0.0009480836741358594,0.0,0.0,0.014727712144075176
PLM_Domains,GPP,logit_platt,3,9,0.0010860974919003291,0.0037950735922165912,258,0,0.0016359619958725008,0.0,0.0,0.01467146549669724
PLM_Domains,GPP,logit_platt,3,10,0.0037950735922165912,0.9354863380814035,257,72,0.31172764484998394,0.2801556420233463,0.22879858973265635,0.3379883031555946
PLM_Domains,GPP,logit_platt,3,11,0.9354863380814035,1.0,1,1,0.9354863380814035,1.0,0.2065432914738929,1.0
PLM_Domains,GPP,logit_platt,4,1,4.027709359914626e-11,0.0009707611673680622,221,0,0.0006498818686459325,0.0,0.0,0.01708580618533225
PLM_Domains,GPP,logit_platt,4,2,0.0009707611673680622,0.0011870963824067845,221,0,0.0010771357863427736,0.0,0.0,0.01708580618533225
PLM_Domains,GPP,logit_platt,4,3,0.0011870963824067845,0.0013648587922824517,221,0,0.0012741135393084578,0.0,0.0,0.01708580618533225
PLM_Domains,GPP,logit_platt,4,4,0.0013648587922824517,0.0015679442401204818,220,0,0.0014673787055170927,0.0,0.0,0.017162136081943655
PLM_Domains,GPP,logit_platt,4,5,0.0015679442401204818,0.0017920699529707174,221,0,0.0016784317584228462,0.0,0.0,0.01708580618533225
PLM_Domains,GPP,logit_platt,4,6,0.0017920699529707174,0.0020005039072066785,221,0,0.0018917127261230643,0.0,0.0,0.01708580618533225
PLM_Domains,GPP,logit_platt,4,7,0.0020005039072066785,0.002274622671693033,220,0,0.0021261430079486583,0.0,0.0,0.017162136081943655
PLM_Domains,GPP,logit_platt,4,8,0.002274622671693033,0.0027722963329681557,221,0,0.002487965341677736,0.0,0.0,0.01708580618533225
PLM_Domains,GPP,logit_platt,4,9,0.0027722963329681557,0.023209163375754932,221,1,0.0045921287659026495,0.004524886877828055,0.0007991801409706362,0.02518177711960748
PLM_Domains,GPP,logit_platt,4,10,0.023209163375754932,0.9121277620176378,220,80,0.3372695973741194,0.36363636363636365,0.3029141434403334,0.42903916640019657
PLM_Domains,GPP,logit_platt,4,11,0.9121277620176378,1.0,1,1,0.9121277620176378,1.0,0.2065432914738929,1.0
PLM_Domains,GGPP,temperature,0,1,1.6453412127777333e-05,0.00043675881640650233,233,0,0.0003166801029790363,0.0,0.0,0.016220123491819005
PLM_Domains,GGPP,temperature,0,2,0.00043675881640650233,0.000580101012456176,232,0,0.0005106188610426398,0.0,0.0,0.016288898989830464
PLM_Domains,GGPP,temperature,0,3,0.000580101012456176,0.0007010130430669157,233,0,0.0006413806240234302,0.0,0.0,0.016220123491819005
PLM_Domains,GGPP,temperature,0,4,0.0007010130430669157,0.0008491130609100374,232,0,0.0007781315152360157,0.0,0.0,0.016288898989830464
PLM_Domains,GGPP,temperature,0,5,0.0008491130609100374,0.001020949428604023,232,0,0.0009324282372991575,0.0,0.0,0.016288898989830464
PLM_Domains,GGPP,temperature,0,6,0.001020949428604023,0.0012359102646809614,233,0,0.0011247173802358733,0.0,0.0,0.016220123491819005
PLM_Domains,GGPP,temperature,0,7,0.0012359102646809614,0.0014917033691824492,232,0,0.0013540779151576996,0.0,0.0,0.016288898989830464
PLM_Domains,GGPP,temperature,0,8,0.0014917033691824492,0.00204437389455976,233,0,0.0017267844645697558,0.0,0.0,0.016220123491819005
PLM_Domains,GGPP,temperature,0,9,0.00204437389455976,0.0035476122512672218,232,0,0.002620205136436079,0.0,0.0,0.016288898989830464
PLM_Domains,GGPP,temperature,0,10,0.0035476122512672218,0.9840244661094187,232,35,0.16884189355447732,0.15086206896551724,0.1105166006040395,0.20258168231127316
PLM_Domains,GGPP,temperature,0,11,0.9840244661094187,1.0,1,1,0.9840244661094187,1.0,0.2065432914738929,1.0
PLM_Domains,GGPP,temperature,1,1,8.400951029457453e-15,0.0010013777520516587,217,1,0.0005727301579191127,0.004608294930875576,0.0008139199742202285,0.0256376181417869
PLM_Domains,GGPP,temperature,1,2,0.0010013777520516587,0.0012835990686515582,216,0,0.0011421073774562412,0.0,1.734723475976807e-18,0.017474399749637923
PLM_Domains,GGPP,temperature,1,3,0.0012835990686515582,0.0015392109303653172,216,0,0.0014066180098879855,0.0,1.734723475976807e-18,0.017474399749637923
PLM_Domains,GGPP,temperature,1,4,0.0015392109303653172,0.0018037112239122084,217,0,0.0016699370249253225,0.0,0.0,0.017395273354295568
PLM_Domains,GGPP,temperature,1,5,0.0018037112239122084,0.0021105038012005795,216,0,0.001953657383581466,0.0,1.734723475976807e-18,0.017474399749637923
PLM_Domains,GGPP,temperature,1,6,0.0021105038012005795,0.0024939706828503386,216,0,0.0023049033197220297,0.0,1.734723475976807e-18,0.017474399749637923
PLM_Domains,GGPP,temperature,1,7,0.0024939706828503386,0.002945874282978737,217,0,0.0026877054189872926,0.0,0.0,0.017395273354295568
PLM_Domains,GGPP,temperature,1,8,0.002945874282978737,0.0039239328371825375,216,0,0.0033752144558990543,0.0,1.734723475976807e-18,0.017474399749637923
PLM_Domains,GGPP,temperature,1,9,0.0039239328371825375,0.009010043908234743,216,0,0.0050973960009805365,0.0,1.734723475976807e-18,0.017474399749637923
PLM_Domains,GGPP,temperature,1,10,0.009010043908234743,0.9968101345782908,216,53,0.25603659020894565,0.24537037037037038,0.1927635519335635,0.3068761886796781
PLM_Domains,GGPP,temperature,1,11,0.9968101345782908,1.0,1,1,0.9968101345782908,1.0,0.2065432914738929,1.0
PLM_Domains,GGPP,temperature,2,1,7.529712358149787e-07,8.986158309507942e-05,210,0,6.666300745370768e-05,0.0,0.0,0.017964699104383804
PLM_Domains,GGPP,temperature,2,2,8.986158309507942e-05,0.00012805796403738066,210,0,0.00010691521889297628,0.0,0.0,0.017964699104383804
PLM_Domains,GGPP,temperature,2,3,0.00012805796403738066,0.00016581776737399596,210,0,0.0001478942799908519,0.0,0.0,0.017964699104383804
PLM_Domains,GGPP,temperature,2,4,0.00016581776737399596,0.0002050672585547073,210,0,0.00018604418719226674,0.0,0.0,0.017964699104383804
PLM_Domains,GGPP,temperature,2,5,0.0002050672585547073,0.0002532034052231293,210,0,0.0002291162865105163,0.0,0.0,0.017964699104383804
PLM_Domains,GGPP,temperature,2,6,0.0002532034052231293,0.00030492771804411075,210,0,0.00027839995392375274,0.0,0.0,0.017964699104383804
PLM_Domains,GGPP,temperature,2,7,0.00030492771804411075,0.0003724196242303672,210,0,0.00033773030943311916,0.0,0.0,0.017964699104383804
PLM_Domains,GGPP,temperature,2,8,0.0003724196242303672,0.0005031892644998853,210,0,0.0004298165914808962,0.0,0.0,0.017964699104383804
PLM_Domains,GGPP,temperature,2,9,0.0005031892644998853,0.0011385079988649226,210,0,0.0006837805305562881,0.0,0.0,0.017964699104383804
PLM_Domains,GGPP,temperature,2,10,0.0011385079988649226,0.9992961133832231,209,49,0.2660417824757914,0.23444976076555024,0.18212457450113434,0.29636083436630517
PLM_Domains,GGPP,temperature,2,11,0.9992961133832231,1.0,1,1,0.9992961133832231,1.0,0.2065432914738929,1.0
PLM_Domains,GGPP,temperature,3,1,2.0905123361067178e-05,0.0002553247576669261,258,0,0.00019518166228263046,0.0,0.0,0.01467146549669724
PLM_Domains,GGPP,temperature,3,2,0.0002553247576669261,0.000318153111252475,258,1,0.0002889697059058905,0.003875968992248062,0.0006845140651233483,0.021625157125397945
PLM_Domains,GGPP,temperature,3,3,0.000318153111252475,0.00037421171204026805,257,0,0.0003469960638539013,0.0,0.0,0.014727712144075176
PLM_Domains,GGPP,temperature,3,4,0.00037421171204026805,0.0004299008042546165,258,0,0.0004028096102854943,0.0,0.0,0.01467146549669724
PLM_Domains,GGPP,temperature,3,5,0.0004299008042546165,0.0005047326384757663,257,0,0.00046665828866624916,0.0,0.0,0.014727712144075176
PLM_Domains,GGPP,temperature,3,6,0.0005047326384757663,0.0005916321034943147,258,0,0.0005470807916981127,0.0,0.0,0.01467146549669724
PLM_Domains,GGPP,temperature,3,7,0.0005916321034943147,0.0007364759958475243,258,0,0.0006586962103446928,0.0,0.0,0.01467146549669724
PLM_Domains,GGPP,temperature,3,8,0.0007364759958475243,0.0009424398708951833,257,0,0.0008298947910979317,0.0,0.0,0.014727712144075176
PLM_Domains,GGPP,temperature,3,9,0.0009424398708951833,0.001880973885076475,258,0,0.0012228960300624708,0.0,0.0,0.01467146549669724
PLM_Domains,GGPP,temperature,3,10,0.001880973885076475,0.9991893505794491,257,35,0.15762397804909933,0.13618677042801555,0.09957733957219193,0.1835124743225242
PLM_Domains,GGPP,temperature,3,11,0.9991893505794491,1.0,1,1,0.9991893505794491,1.0,0.2065432914738929,1.0
PLM_Domains,GGPP,temperature,4,1,2.8840574165384407e-10,0.0017454242134114061,221,0,0.0010876565882285648,0.0,0.0,0.01708580618533225
PLM_Domains,GGPP,temperature,4,2,0.0017454242134114061,0.002155745054229907,221,0,0.0019779368295794624,0.0,0.0,0.01708580618533225
PLM_Domains,GGPP,temperature,4,3,0.002155745054229907,0.002487231670717764,221,0,0.002326145263903235,0.0,0.0,0.01708580618533225
PLM_Domains,GGPP,temperature,4,4,0.002487231670717764,0.002763685205243459,220,0,0.002629151476752581,0.0,0.0,0.017162136081943655
PLM_Domains,GGPP,temperature,4,5,0.002763685205243459,0.003074934458989536,221,0,0.002911581617679813,0.0,0.0,0.01708580618533225
PLM_Domains,GGPP,temperature,4,6,0.003074934458989536,0.0035298161679216023,221,0,0.003282099290952803,0.0,0.0,0.01708580618533225
PLM_Domains,GGPP,temperature,4,7,0.0035298161679216023,0.003993939373678164,220,0,0.003751030239507667,0.0,0.0,0.017162136081943655
PLM_Domains,GGPP,temperature,4,8,0.003993939373678164,0.004662357674619481,221,0,0.004291039177957254,0.0,0.0,0.01708580618533225
PLM_Domains,GGPP,temperature,4,9,0.004662357674619481,0.005909884283672714,221,0,0.005190685467830373,0.0,0.0,0.01708580618533225
PLM_Domains,GGPP,temperature,4,10,0.005909884283672714,0.9988751212276575,220,51,0.18374355616362717,0.2318181818181818,0.18094651434879364,0.29189499500424887
PLM_Domains,GGPP,temperature,4,11,0.9988751212276575,1.0,1,1,0.9988751212276575,1.0,0.2065432914738929,1.0
PLM_Domains,EDSQ,temperature,0,1,1.53801139086925e-09,3.547078457592971e-05,465,0,1.3443582194955246e-05,0.0,0.0,0.00819381215318777
PLM_Domains,EDSQ,temperature,0,2,3.547078457592971e-05,7.988693520012693e-05,464,0,5.051475621156376e-05,0.0,0.0,0.008211326226654492
PLM_Domains,EDSQ,temperature,0,3,7.988693520012693e-05,0.00016436662779176507,466,0,0.00012395323738852856,0.0,0.0,0.008176372632819229
PLM_Domains,EDSQ,temperature,0,4,0.00016436662779176507,0.00029097202117425714,463,0,0.00021472086753664748,0.0,0.0,0.008228915332309716
PLM_Domains,EDSQ,temperature,0,5,0.00029097202117425714,0.9920376229780077,466,2,0.004698257794417414,0.004291845493562232,0.0011777442910197644,0.015512135872848228
PLM_Domains,EDSQ,temperature,0,6,0.9920376229780077,1.0,1,1,0.9920376229780077,1.0,0.2065432914738929,1.0
PLM_Domains,EDSQ,temperature,1,1,1.6300397547340382e-09,1.0692304154588546e-05,375,0,2.1283967887018206e-06,0.0,8.673617379884035e-19,0.010140385849917222
PLM_Domains,EDSQ,temperature,1,2,1.0692304154588546e-05,4.769169023756032e-05,488,0,2.5601159006375823e-05,0.0,0.0,0.007810644727896134
PLM_Domains,EDSQ,temperature,1,3,4.769169023756032e-05,9.479031634792849e-05,435,0,7.304334862564728e-05,0.0,0.0,0.00875395586927037
PLM_Domains,EDSQ,temperature,1,4,9.479031634792849e-05,0.0001843880343144978,431,0,0.0001336722220886534,0.0,8.673617379884035e-19,0.008834481337572118
PLM_Domains,EDSQ,temperature,1,5,0.0001843880343144978,0.9998223397046794,434,44,0.10065284394671953,0.10138248847926268,0.07639178762046778,0.13336808901071573
PLM_Domains,EDSQ,temperature,1,6,0.9998223397046794,1.0,1,1,0.9998223397046794,1.0,0.2065432914738929,1.0
PLM_Domains,EDSQ,temperature,2,1,5.128385593441719e-10,9.285042821470624e-06,812,0,1.2582712522029152e-06,0.0,0.0,0.004708757190121219
PLM_Domains,EDSQ,temperature,2,2,9.285042821470624e-06,1.5424363821411464e-05,419,0,1.102512863543918e-05,0.0,0.0,0.009085198807307512
PLM_Domains,EDSQ,temperature,2,3,1.5424363821411464e-05,3.647423300089882e-05,437,0,2.2275260586465125e-05,0.0,0.0,0.008714241124249615
PLM_Domains,EDSQ,temperature,2,4,3.647423300089882e-05,0.9946394230076417,431,3,0.0051424659421605845,0.0069605568445475635,0.00236994091835932,0.020262668289223393
PLM_Domains,EDSQ,temperature,2,5,0.9946394230076417,1.0,1,1,0.9946394230076417,1.0,0.2065432914738929,1.0
PLM_Domains,EDSQ,temperature,3,1,1.8573275422048818e-09,7.597025285029813e-05,498,0,2.6158443750854532e-05,0.0,0.0,0.007655005085269933
PLM_Domains,EDSQ,temperature,3,2,7.597025285029813e-05,0.00013990756258600696,533,0,0.00010652529963886724,0.0,0.0,0.007155928303618796
PLM_Domains,EDSQ,temperature,3,3,0.00013990756258600696,0.00021123600397799172,515,0,0.0001740942966110436,0.0,0.0,0.007404186557130346
PLM_Domains,EDSQ,temperature,3,4,0.00021123600397799172,0.00031013145260943653,515,0,0.0002558740809398619,0.0,0.0,0.007404186557130346
PLM_Domains,EDSQ,temperature,3,5,0.00031013145260943653,0.9764858045722453,515,1,0.0024631044918663613,0.001941747572815534,0.00034283957881430134,0.01091608800139515
PLM_Domains,EDSQ,temperature,3,6,0.9764858045722453,1.0,1,1,0.9764858045722453,1.0,0.2065432914738929,1.0
PLM_Domains,EDSQ,temperature,4,1,3.2121319867001934e-11,2.6773094802490407e-06,441,0,6.924961981362548e-07,0.0,0.0,0.008635882974973563
PLM_Domains,EDSQ,temperature,4,2,2.6773094802490407e-06,1.1643278910434016e-05,439,0,6.929174351126027e-06,0.0,8.673617379884035e-19,0.008674885105644996
PLM_Domains,EDSQ,temperature,4,3,1.1643278910434016e-05,2.5339378807770866e-05,445,0,1.81713556769761e-05,0.0,0.0,0.008558921454695822
PLM_Domains,EDSQ,temperature,4,4,2.5339378807770866e-05,4.722072334816888e-05,441,0,3.370405542803041e-05,0.0,0.0,0.008635882974973563
PLM_Domains,EDSQ,temperature,4,5,4.722072334816888e-05,0.9999841661953092,441,33,0.08089520170266354,0.07482993197278912,0.05377621326975171,0.1032270885797156
PLM_Domains,EDSQ,temperature,4,6,0.9999841661953092,1.0,1,1,0.9999841661953092,1.0,0.2065432914738929,1.0
PLM_Domains,CPP,temperature,0,1,4.60953726728418e-11,8.643908846323975e-05,388,0,4.883772706703479e-05,0.0,0.0,0.00980396160081012
PLM_Domains,CPP,temperature,0,2,8.643908846323975e-05,0.00014572440822182124,387,0,0.00011561144529803473,0.0,0.0,0.009829045833401561
PLM_Domains,CPP,temperature,0,3,0.00014572440822182124,0.00020842400129210327,387,0,0.00017541716767953107,0.0,0.0,0.009829045833401561
PLM_Domains,CPP,temperature,0,4,0.00020842400129210327,0.0003109901855864552,388,0,0.0002532313778438326,0.0,0.0,0.00980396160081012
PLM_Domains,CPP,temperature,0,5,0.0003109901855864552,0.000499924344281189,387,0,0.00039247232113940206,0.0,0.0,0.009829045833401561
PLM_Domains,CPP,temperature,0,6,0.000499924344281189,0.8237952144451676,387,5,0.01643226954215778,0.012919896640826873,0.00553081137037292,0.02988404723219139
PLM_Domains,CPP,temperature,0,7,0.8237952144451676,1.0,1,0,0.8237952144451676,0.0,0.0,0.7934567085261071
PLM_Domains,CPP,temperature,1,1,2.676790459094098e-10,0.00054184879740469,361,0,0.00033873614350684775,0.0,0.0,0.010529501021813301
PLM_Domains,CPP,temperature,1,2,0.00054184879740469,0.0007733794124747631,360,0,0.0006611441099941283,0.0,0.0,0.010558440816003448
PLM_Domains,CPP,temperature,1,3,0.0007733794124747631,0.0010258570037865924,361,0,0.0008960824051327536,0.0,0.0,0.010529501021813301
PLM_Domains,CPP,temperature,1,4,0.0010258570037865924,0.0014109694004531648,360,0,0.0012022296910702464,0.0,0.0,0.010558440816003448
PLM_Domains,CPP,temperature,1,5,0.0014109694004531648,0.00229551619495381,361,0,0.0017599163890397382,0.0,0.0,0.010529501021813301
PLM_Domains,CPP,temperature,1,6,0.00229551619495381,0.9542293083933605,360,34,0.08591046830272202,0.09444444444444444,0.06837284291372384,0.1290801146370345
PLM_Domains,CPP,temperature,1,7,0.9542293083933605,1.0,1,1,0.9542293083933605,1.0,0.2065432914738929,1.0
PLM_Domains,CPP,temperature,2,1,2.8497813535975768e-11,6.497475180532156e-05,350,0,4.348984888662161e-05,0.0,0.0,0.010856835374924824
PLM_Domains,CPP,temperature,2,2,6.497475180532156e-05,9.561554838674508e-05,350,0,8.027017099862742e-05,0.0,0.0,0.010856835374924824
PLM_Domains,CPP,temperature,2,3,9.561554838674508e-05,0.00014084398139570898,350,0,0.00011723435497600398,0.0,0.0,0.010856835374924824
PLM_Domains,CPP,temperature,2,4,0.00014084398139570898,0.00020107486338803436,350,0,0.00016852373795936344,0.0,0.0,0.010856835374924824
PLM_Domains,CPP,temperature,2,5,0.00020107486338803436,0.00034170892737618233,350,0,0.0002590993369208897,0.0,0.0,0.010856835374924824
PLM_Domains,CPP,temperature,2,6,0.00034170892737618233,0.981653658321423,349,9,0.03713461189525071,0.025787965616045846,0.013625132963523943,0.04827686498683112
PLM_Domains,CPP,temperature,2,7,0.981653658321423,1.0,1,0,0.981653658321423,0.0,0.0,0.7934567085261071
PLM_Domains,CPP,temperature,3,1,1.2161723644235026e-10,0.0002678805607340017,430,0,0.0001671437233664685,0.0,0.0,0.00885484471751902
PLM_Domains,CPP,temperature,3,2,0.0002678805607340017,0.00039993455928412103,429,0,0.0003361602487544712,0.0,0.0,0.008875302189068703
PLM_Domains,CPP,temperature,3,3,0.00039993455928412103,0.0005409815698631988,429,0,0.0004680553154503089,0.0,0.0,0.008875302189068703
PLM_Domains,CPP,temperature,3,4,0.0005409815698631988,0.0007415045748080438,430,0,0.0006326883213297802,0.0,0.0,0.00885484471751902
PLM_Domains,CPP,temperature,3,5,0.0007415045748080438,0.0012022417443068726,429,0,0.0009239546819839347,0.0,0.0,0.008875302189068703
PLM_Domains,CPP,temperature,3,6,0.0012022417443068726,0.9711658721204904,429,21,0.07225938306491614,0.04895104895104895,0.03223676697876336,0.07367172240857833
PLM_Domains,CPP,temperature,3,7,0.9711658721204904,1.0,1,1,0.9711658721204904,1.0,0.2065432914738929,1.0
PLM_Domains,CPP,temperature,4,1,3.0290072727199345e-10,0.0011138913997116552,368,0,0.0008015538074568056,0.0,0.0,0.010331280846467956
PLM_Domains,CPP,temperature,4,2,0.0011138913997116552,0.0014372033332378847,368,0,0.0012726669290266254,0.0,0.0,0.010331280846467956
PLM_Domains,CPP,temperature,4,3,0.0014372033332378847,0.0017641235434209417,368,0,0.0016012648742090598,0.0,0.0,0.010331280846467956
PLM_Domains,CPP,temperature,4,4,0.0017641235434209417,0.0022039988406409605,368,0,0.0019734817244542306,0.0,0.0,0.010331280846467956
PLM_Domains,CPP,temperature,4,5,0.0022039988406409605,0.0029733323535824085,368,0,0.0025320289374902378,0.0,0.0,0.010331280846467956
PLM_Domains,CPP,temperature,4,6,0.0029733323535824085,0.9614893612684949,367,22,0.03661413599365128,0.05994550408719346,0.03991670767737067,0.08909147263465474
PLM_Domains,CPP,temperature,4,7,0.9614893612684949,1.0,1,1,0.9614893612684949,1.0,0.2065432914738929,1.0
PLM_Domains,GFPP,temperature,0,1,7.575119152967094e-10,0.000798059886409967,581,0,0.0005332756229009417,0.0,0.0,0.006568616185989504
PLM_Domains,GFPP,temperature,0,2,0.000798059886409967,0.0012877989819390385,581,0,0.0010346507398865728,0.0,0.0,0.006568616185989504
PLM_Domains,GFPP,temperature,0,3,0.0012877989819390385,0.002052275040791911,581,0,0.0016195109379857624,0.0,0.0,0.006568616185989504
PLM_Domains,GFPP,temperature,0,4,0.002052275040791911,0.9324246532684406,581,16,0.0348302895312455,0.027538726333907058,0.017020799464489977,0.04426348674223676
PLM_Domains,GFPP,temperature,0,5,0.9324246532684406,1.0,1,1,0.9324246532684406,1.0,0.2065432914738929,1.0
PLM_Domains,GFPP,temperature,1,1,6.660659093729909e-10,0.0010279113949443865,541,0,0.0006659715780280267,0.0,4.336808689942018e-19,0.007050856615941219
PLM_Domains,GFPP,temperature,1,2,0.0010279113949443865,0.0015594739968074643,541,0,0.0012823055058131993,0.0,4.336808689942018e-19,0.007050856615941219
PLM_Domains,GFPP,temperature,1,3,0.0015594739968074643,0.002464185153822717,541,0,0.0019535616307999834,0.0,4.336808689942018e-19,0.007050856615941219
PLM_Domains,GFPP,temperature,1,4,0.002464185153822717,0.9424614577048361,540,6,0.014971734282222086,0.011111111111111112,0.005101926160841701,0.02402714377422763
PLM_Domains,GFPP,temperature,1,5,0.9424614577048361,1.0,1,0,0.9424614577048361,0.0,0.0,0.7934567085261071
PLM_Domains,GFPP,temperature,2,1,4.435192201346683e-12,1.774458231834568e-05,525,5,8.797196727091998e-06,0.009523809523809525,0.00407460898178892,0.022098823667987495
PLM_Domains,GFPP,temperature,2,2,1.774458231834568e-05,4.433330238915558e-05,525,0,2.982351415014228e-05,0.0,0.0,0.007264178914820618
PLM_Domains,GFPP,temperature,2,3,4.433330238915558e-05,0.00011117984889902604,525,1,7.078657452379693e-05,0.0019047619047619048,0.0003363077631967108,0.010709721898615066
PLM_Domains,GFPP,temperature,2,4,0.00011117984889902604,0.9811722272092668,524,6,0.020749227205316616,0.011450381679389313,0.0052580159222266245,0.024754017990977643
PLM_Domains,GFPP,temperature,2,5,0.9811722272092668,1.0,1,1,0.9811722272092668,1.0,0.2065432914738929,1.0
PLM_Domains,GFPP,temperature,3,1,1.4885987084330116e-08,0.0009199275851854183,644,0,0.0006396023168368378,0.0,0.0,0.005929844579292222
PLM_Domains,GFPP,temperature,3,2,0.0009199275851854183,0.001402515313069236,644,0,0.0011425486505342785,0.0,0.0,0.005929844579292222
PLM_Domains,GFPP,temperature,3,3,0.001402515313069236,0.0022224171994886122,644,0,0.0017566407993315413,0.0,0.0,0.005929844579292222
PLM_Domains,GFPP,temperature,3,4,0.0022224171994886122,0.9667259578745792,644,15,0.03317922798688017,0.023291925465838508,0.014165015319182501,0.03807244519585697
PLM_Domains,GFPP,temperature,3,5,0.9667259578745792,1.0,1,1,0.9667259578745792,1.0,0.2065432914738929,1.0
PLM_Domains,GFPP,temperature,4,1,7.283893069844947e-10,0.0008202538499553305,552,0,0.0005401237341097189,0.0,0.0,0.006911321498786704
PLM_Domains,GFPP,temperature,4,2,0.0008202538499553305,0.001266175816839699,552,0,0.0010270763341827345,0.0,0.0,0.006911321498786704
PLM_Domains,GFPP,temperature,4,3,0.001266175816839699,0.0021337336691691906,552,0,0.001616675144972663,0.0,0.0,0.006911321498786704
PLM_Domains,GFPP,temperature,4,4,0.0021337336691691906,0.9723715567295277,551,8,0.024462452246594685,0.014519056261343012,0.0073748997653872855,0.02838593720141549
PLM_Domains,GFPP,temperature,4,5,0.9723715567295277,1.0,1,1,0.9723715567295277,1.0,0.2065432914738929,1.0
PLM_Domains,2xFPP,temperature,0,1,7.483400407768016e-13,1.9303042403879386e-05,1162,0,6.767835596945299e-06,0.0,0.0,0.0032951303161595875
PLM_Domains,2xFPP,temperature,0,2,1.9303042403879386e-05,0.7449931636896624,1162,6,0.004212482089193489,0.0051635111876075735,0.0023685355363144587,0.011219588270556045
PLM_Domains,2xFPP,temperature,0,3,0.7449931636896624,1.0,1,1,0.7449931636896624,1.0,0.2065432914738929,1.0
PLM_Domains,2xFPP,temperature,1,1,7.685541665464853e-13,9.263635958094355e-06,1082,0,2.6352180169488945e-06,0.0,0.0,0.0035379009240390125
PLM_Domains,2xFPP,temperature,1,2,9.263635958094355e-06,0.8138191943263524,1081,7,0.0043820590176473434,0.0064754856614246065,0.0031401704538795107,0.013306101517991772
PLM_Domains,2xFPP,temperature,1,3,0.8138191943263524,1.0,1,1,0.8138191943263524,1.0,0.2065432914738929,1.0
PLM_Domains,2xFPP,temperature,2,1,5.985730396571973e-14,1.2088612931969556e-06,1050,0,4.7504077216501117e-07,0.0,0.0,0.003645329620694419
PLM_Domains,2xFPP,temperature,2,2,1.2088612931969556e-06,0.15745392577585146,1049,0,0.0005170807921081967,0.0,0.0,0.0036487919930215523
PLM_Domains,2xFPP,temperature,2,3,0.15745392577585146,1.0,1,1,0.15745392577585146,1.0,0.2065432914738929,1.0
PLM_Domains,2xFPP,temperature,3,1,9.933698185548244e-21,5.939748663110628e-09,1288,0,1.7084509111996275e-09,0.0,0.0,0.0029737391952697604
PLM_Domains,2xFPP,temperature,3,2,5.939748663110628e-09,0.018041633626256947,1288,1,2.1578063604670822e-05,0.0007763975155279503,0.00013706284958747705,0.004384853769292113
PLM_Domains,2xFPP,temperature,3,3,0.018041633626256947,1.0,1,1,0.018041633626256947,1.0,0.2065432914738929,1.0
PLM_Domains,2xFPP,temperature,4,1,6.313275325485863e-13,4.065729925066494e-05,1104,0,1.8256497170373083e-05,0.0,0.0,0.003467643749792389
PLM_Domains,2xFPP,temperature,4,2,4.065729925066494e-05,0.9553886962343127,1103,0,0.0005743214353105669,0.0,0.0,0.0034707766675918217
PLM_Domains,2xFPP,temperature,4,3,0.9553886962343127,1.0,1,1,0.9553886962343127,1.0,0.2065432914738929,1.0
