track,model,tps_type,ap_mean,ap_std,n_folds,mean_n_pos,ap_sem
A,Foldseek,fpps,0.4575469552958297,,1,11.0,
A,Foldseek,gfpps,0.0014962593516209476,,1,3.0,
A,Foldseek,ggpps,0.24854932978690306,0.17458407714924457,4,14.5,0.08729203857462228
A,Foldseek,gpps,0.4325674325674325,,1,14.0,
A,Foldseek,mono,0.9123258325590134,0.018914113230158635,5,45.8,0.008458648583352567
A,Foldseek,negative,0.6,,1,3.0,
A,Foldseek,sesq,0.9630390587354958,0.02686648706143288,5,97.0,0.012015058277196497
A,Foldseek,sester,0.8851551804580977,0.13364424395079727,4,7.75,0.06682212197539864
A,Foldseek,tetra,0.75,,1,3.0,
A,Foldseek,tri,0.5980779132047235,0.2746192375402076,4,32.5,0.1373096187701038
A,HMM,di,0.8710127620346537,0.12974572750003469,5,27.2,0.058024053296048275
A,HMM,di-int,0.4893046362593025,0.6884315198926578,2,23.0,0.4867945960986599
A,HMM,fpps,1.0,,1,11.0,
A,HMM,gfpps,1.0,,1,3.0,
A,HMM,ggpps,0.8907142857142857,0.21857142857142856,4,14.5,0.10928571428571428
A,HMM,gpps,1.0,,1,14.0,
A,HMM,mono,0.9850576096276299,0.022096728391409567,5,45.8,0.009881957352708274
A,HMM,negative,0.6,,1,3.0,
A,HMM,sesq,0.9900502343267087,0.013494027894732448,5,97.0,0.0060347127325800255
A,HMM,sester,0.9221230158730158,0.15575396825396826,4,7.75,0.07787698412698413
A,HMM,tetra,0.3343308395677473,,1,3.0,
A,HMM,tri,0.7183585897266542,0.3727526670488534,4,32.5,0.1863763335244267
A,PlmRF,di,0.9470039312337686,0.06852180267206248,5,27.2,0.030643881743111685
A,PlmRF,di-int,0.984673316086259,0.02167520425701812,2,23.0,0.015326683913741033
A,PlmRF,fpps,0.9358303312848767,,1,11.0,
A,PlmRF,gfpps,0.6555555555555554,,1,3.0,
A,PlmRF,ggpps,0.7501554497235268,0.2303357607063279,4,14.5,0.11516788035316396
A,PlmRF,gpps,0.9614272632129776,,1,14.0,
A,PlmRF,mono,0.9981894151005795,0.00404859091413856,5,45.8,0.001810584899420367
A,PlmRF,negative,0.7,,1,3.0,
A,PlmRF,sesq,0.991558198750146,0.017561349437364693,5,97.0,0.007853674223715027
A,PlmRF,sester,0.9940476190476191,0.011904761904761972,4,7.75,0.005952380952380986
A,PlmRF,tetra,0.9166666666666665,,1,3.0,
A,PlmRF,tri,0.9228174603174604,0.1452534542432562,4,32.5,0.0726267271216281
B,Blastp,di,0.2023748183900053,0.1008850067853623,5,53.4,0.04511714661651953
B,Blastp,hemi,0.010101010101010102,,1,3.0,
B,Blastp,mono,0.21586901701260217,0.14693116417728141,5,53.8,0.06570961422271664
B,Blastp,pt,0.05728993480257755,0.06011396634044912,5,34.0,0.026883783026875697
B,Blastp,sesq,0.33382055923638676,0.10802731590706065,5,102.0,0.04831128435900639
B,Blastp,sester,0.01840883777503496,0.011635606221700007,3,5.666666666666667,0.006717820384282984
B,Blastp,tetra,0.0821917808219178,,1,12.0,
B,Blastp,tri,0.10468943887789021,0.1050511597522644,5,22.8,0.04698030686425063
B,CLEAN,di,0.33955040765903766,0.2469579231378131,5,53.4,0.11044294074366365
B,CLEAN,hemi,0.2275132275132275,,1,3.0,
B,CLEAN,mono,0.3591041120425623,0.3125053104282934,5,53.8,0.13975662348946757
B,CLEAN,pt,0.3872385569311332,0.300629868230756,5,34.0,0.13444576428615496
B,CLEAN,sesq,0.45168972784596717,0.2574440930059225,5,102.0,0.11513249847340418
B,CLEAN,sester,0.02569009483403643,0.01353931956030161,3,5.666666666666667,0.0078169297927845
B,CLEAN,tetra,0.24494301994301992,,1,12.0,
B,CLEAN,tri,0.3491157588154943,0.3114730635609826,5,22.8,0.13929498865649395
B,CLEANEc,di,0.33808102013571684,0.2458973353397231,5,53.4,0.10996863146113643
B,CLEANEc,hemi,0.2275132275132275,,1,3.0,
B,CLEANEc,mono,0.3552044183874588,0.3140872306894226,5,53.8,0.14046407973724143
B,CLEANEc,pt,0.04556504311255503,0.037461676153809395,5,34.0,0.016753370886200134
B,CLEANEc,sesq,0.45278140532658695,0.25466742399266606,5,102.0,0.11389073434047244
B,CLEANEc,sester,0.013019904803559199,0.005211352130153169,3,5.666666666666667,0.003008775555185862
B,CLEANEc,tetra,0.24494301994301992,,1,12.0,
B,CLEANEc,tri,0.365790135770707,0.3251917487952307,5,22.8,0.14543017120563423
B,CLEANProp,di,0.2163146562231701,0.09831060410851929,5,53.4,0.043965838739143843
B,CLEANProp,hemi,0.01020408163265306,,1,3.0,
B,CLEANProp,mono,0.2213196563939123,0.14392060439756532,5,53.8,0.06436325095916225
B,CLEANProp,pt,0.15692354397566124,0.09666759140920622,5,34.0,0.04323106112243196
B,CLEANProp,sesq,0.33809033098648944,0.12220121968155893,5,102.0,0.054650046828270196
B,CLEANProp,sester,0.021882143925663317,0.010325205850028114,3,5.666666666666667,0.005961260376952031
